規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成18,2006,年平均,102.7,0.6,94.4,99,98.9,100.3,89.6,99.8,102,102.3,－,－,－,－,109.8,97.3,97.3,－
５人以上,平成19,2007,年平均,102.8,0.1,88.1,101.8,98,100.7,93.9,102.2,100.2,103.4,－,－,－,－,106.5,97.4,93.5,－
５人以上,平成20,2008,年平均,101.7,-1.1,94.7,98.8,97.7,102.8,92.8,105.1,101.5,106.3,－,－,－,－,101.6,96.7,106.1,－
５人以上,平成21,2009,年平均,98.6,-3,97.4,101.4,94.5,103.2,96.8,100.8,97,97.2,－,－,－,－,97.6,97.1,104.8,－
５人以上,平成22,2010,年平均,100,1.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,99.4,-0.6,101.1,104.3,102.9,93.5,104.5,97,96.5,96.5,91.8,101.8,99.7,105.8,97.4,98.5,87.2,95.1
５人以上,平成23,2011,4月,84.8,-4.5,71.2,92.6,84.3,86.2,88.9,85.6,81.1,79.5,77.1,92,95.1,95.6,79.3,84.7,80,81.4
５人以上,平成23,2011,5月,86.8,3.3,67.5,92.6,79.4,83.6,88,84.5,83.7,106.2,78.8,87.3,96.9,95.3,77.5,81.3,70.1,85.8
５人以上,平成23,2011,6月,148.2,-2,198.2,142.3,151.2,182,161.3,134.4,136.9,166.9,140.5,159.5,105.8,115.8,161.8,148.2,165.8,139.6
５人以上,平成23,2011,7月,110,0.3,122.7,116,135.6,73.8,113.3,103.7,118.7,83.9,95.8,107.7,108.1,120.4,101.9,103,73.8,94.3
５人以上,平成23,2011,8月,82.1,-1.7,70.5,94.2,81,71,84.1,87.7,78.7,72.6,80.9,86.1,100.1,97.3,73.4,82.1,68.7,82.4
５人以上,平成23,2011,9月,81.9,-1.6,73.4,87.9,81.5,71.1,84.1,81.6,79.1,76.4,75.6,87.2,94.9,95.6,74.3,82.8,67.2,83.4
５人以上,平成23,2011,10月,82.4,-0.6,69.7,87.7,82,73.3,84.2,83.7,80.4,74,74,87.9,94.3,100.5,78.3,80.6,75.8,82.9
５人以上,平成23,2011,11月,85.9,-1.3,69.7,95.9,90,73,89.8,90.9,80.1,79.9,77.7,90.4,96.1,101.2,75,84.9,67.1,86.4
５人以上,平成23,2011,12月,177.4,0.7,235.1,180.9,200.6,166.9,195.7,153.5,177.7,161.4,170.7,165.3,121.9,155.9,210.2,181.7,158.8,157.2
５人以上,平成24,2012,1月,82.6,-2.1,79.2,88.9,81.5,71,86.7,84,80,77.6,72.8,87.1,92.8,104.7,71.6,83,67,84.7
５人以上,平成24,2012,2月,82.3,0.2,71.5,86.5,81.4,75.4,85.8,82.7,80.6,78.5,70.7,87.2,92.4,99.6,73.2,82.4,66.5,84.7
５人以上,平成24,2012,3月,87.4,0.8,70.5,88.4,83.9,75.8,90.9,85.7,94.9,77.2,75.7,89.5,93.5,100.3,79.8,84,77.1,88.1
５人以上,平成24,2012,4月,85.2,0.5,71.6,90.3,84.2,75.8,87.8,86.3,83.4,75.9,73.9,88.7,93.8,104.4,81.8,85.6,72.7,90.4
５人以上,平成24,2012,4月（前年同月比（％））,－,－,0.6,-2.5,-0.1,-12.1,-1.2,0.8,2.8,-4.5,-4.2,-3.6,-1.4,9.2,3.2,1.1,-9.1,11.1
30人以上,平成18,2006,年平均,102.6,0.6,94.4,95.1,101.2,100.3,88.5,98.9,104.9,106,－,－,－,－,107.1,97.9,93.1,－
30人以上,平成19,2007,年平均,103.7,1.1,88.1,98.2,100.8,101.3,92.3,99.3,103.4,107.4,－,－,－,－,107.5,102.9,89.3,－
30人以上,平成20,2008,年平均,103.8,0.1,94.7,97.7,100.7,104.8,92.3,103.8,106.6,111.3,－,－,－,－,104,99.9,107.1,－
30人以上,平成21,2009,年平均,99.2,-4.4,97.4,101.7,95.5,104.7,96.1,99.8,99.7,99.1,－,－,－,－,98.8,97.4,107.6,－
30人以上,平成22,2010,年平均,100,0.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成23,2011,年平均,99.8,-0.2,101.1,103.8,103.5,94.1,104.3,97.4,97.3,96.8,96.7,99.1,101.1,104.1,97.6,102.6,85.6,95.7
30人以上,平成23,2011,4月,83.5,-5.1,71.3,89.3,82.9,86.7,86.8,85.4,79.2,79.4,80.9,90.4,96,91.5,78.6,86.7,79.4,81.1
30人以上,平成23,2011,5月,85.9,3.7,67.5,93.4,77.2,84,86.5,83.6,81.1,110.5,82.2,83.9,96.3,96,74.3,82.4,68.2,87
30人以上,平成23,2011,6月,157.8,-1,198.1,156.8,161.4,185.6,165.6,137.6,153.1,165.4,151.9,169.9,110.9,123.6,166.3,160.7,164.5,146.7
30人以上,平成23,2011,7月,108.5,0.6,122.7,110.1,137.3,73.1,112.1,101.9,118.4,82.6,99.6,96.5,113.5,109.7,103.1,106.2,72.1,92.2
30人以上,平成23,2011,8月,79.6,-1.6,70.5,89.5,78.4,70.8,81.8,88.3,74.6,72.6,82.4,82,97.1,92.8,71.5,82.9,67.7,81.3
30人以上,平成23,2011,9月,80.2,-1.4,73.4,84.3,79.1,70.9,82.6,81.2,76.7,76.9,78.6,84,91.8,92.1,73.4,85,65.8,82.9
30人以上,平成23,2011,10月,80.6,-1,69.8,84,80.1,73.6,83.1,84,77.4,73.9,77.1,84.2,92.6,101.1,77.7,82,75,82.4
30人以上,平成23,2011,11月,84.9,-0.9,69.7,95.3,89,72,88.7,91.8,78.8,81,81.1,87.5,96.8,98.5,74.1,86.7,65.8,86.1
30人以上,平成23,2011,12月,186.7,1.7,235.2,189.1,212.4,170.9,201.9,157.7,192.3,159.8,189.7,162.8,136.3,162.1,218.4,198.6,158.3,160.6
30人以上,平成24,2012,1月,80.5,-3,79.2,82.5,78.7,71.4,84.3,84.6,77.5,77.8,76.7,81.3,91.7,102.1,71.3,85.9,66,83.2
30人以上,平成24,2012,2月,80.8,0.2,71.5,82.7,79.4,75.5,83.9,82.9,79.2,79.8,74.7,81.8,92,92.2,72.7,85,68.1,84.1
30人以上,平成24,2012,3月,86.6,0.5,70.5,84.9,82.2,76.4,89.2,86,98.1,77.3,80.8,82.4,94.2,92.3,80.7,86.7,83.8,88.5
30人以上,平成24,2012,4月,83.7,0.2,71.6,85.3,82.6,76.5,85.9,86.3,81.7,75.7,78.8,83.6,91.8,98.7,82.5,89.2,69.1,90.1
30人以上,平成24,2012,4月（前年同月比（％））,－,－,0.4,-4.5,-0.4,-11.8,-1,1.1,3.2,-4.7,-2.6,-7.5,-4.4,7.9,5,2.9,-13,11.1
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年４月分,,,,,,,,,,,,,,,,,,,,,
第15表　実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成２２年平均＝100）,,,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,,
調査産業は、日本標準産業分類（平成19年11月改定）で表章しています。平成21年以前と接続しない産業（旧産業分類）の指数は算出できないため「－」と表記しています。また、平成23年の前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
