町丁目別人口・世帯数　平成３０年６月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,524,951,473
関戸２丁目,"1,283","1,333","2,616","1,403"
関戸３丁目,698,745,"1,443",722
関戸４丁目,"1,033","1,145","2,178","1,212"
関戸５丁目,733,734,"1,467",734
関戸６丁目,441,429,870,394
,"4,615","4,910","9,525","4,938"
,,,,
連光寺１丁目,"1,858","1,905","3,763","1,612"
連光寺２丁目,"1,231","1,230","2,461","1,005"
連光寺３丁目,864,857,"1,721",799
連光寺４丁目,294,272,566,270
連光寺５丁目,146,145,291,153
連光寺６丁目,421,344,765,369
,"4,814","4,753","9,567","4,208"
,,,,
貝取,629,571,"1,200",624
,629,571,"1,200",624
,,,,
乞田,"1,348","1,197","2,545","1,246"
,"1,348","1,197","2,545","1,246"
,,,,
和田,"4,625","4,453","9,078","4,015"
,"4,625","4,453","9,078","4,015"
,,,,
百草,445,425,870,431
,445,425,870,431
,,,,
落川,645,614,"1,259",565
,645,614,"1,259",565
,,,,
東寺方,875,803,"1,678",825
東寺方１丁目,526,551,"1,077",523
,"1,401","1,354","2,755","1,348"
,,,,
一ノ宮１丁目,"1,110",911,"2,021","1,311"
一ノ宮２丁目,747,728,"1,475",887
一ノ宮３丁目,431,460,891,500
一ノ宮４丁目,937,957,"1,894","1,001"
,"3,225","3,056","6,281","3,699"
,,,,
桜ヶ丘１丁目,946,"1,023","1,969",934
桜ヶ丘２丁目,615,719,"1,334",599
桜ヶ丘３丁目,586,646,"1,232",540
桜ヶ丘４丁目,726,818,"1,544",811
,"2,873","3,206","6,079","2,884"
,,,,
和田（百草団地）,636,728,"1,364",881
,636,728,"1,364",881
,,,,
聖ヶ丘１丁目,892,"1,018","1,910",856
聖ヶ丘２丁目,860,"1,010","1,870",850
聖ヶ丘３丁目,"1,088","1,086","2,174",941
聖ヶ丘４丁目,359,382,741,296
聖ヶ丘５丁目,58,45,103,33
,"3,257","3,541","6,798","2,976"
,,,,
馬引沢１丁目,881,833,"1,714",899
馬引沢２丁目,"1,262","1,125","2,387","1,227"
,"2,143","1,958","4,101","2,126"
,,,,
山王下１丁目,309,389,698,546
,309,389,698,546
,,,,
中沢１丁目,591,529,"1,120",611
中沢２丁目,921,"1,026","1,947",848
,"1,512","1,555","3,067","1,459"
,,,,
唐木田１丁目,"1,139","1,198","2,337","1,109"
唐木田２丁目,0,0,0,0
,"1,139","1,198","2,337","1,109"
,,,,
諏訪１丁目,"2,107","2,151","4,258","2,014"
諏訪２丁目,"1,782","1,986","3,768","1,665"
諏訪３丁目,542,543,"1,085",505
諏訪４丁目,867,"1,164","2,031","1,097"
諏訪５丁目,306,395,701,402
,"5,604","6,239","11,843","5,683"
,,,,
永山１丁目,973,"1,013","1,986","1,129"
永山２丁目,"1,607","1,589","3,196","1,552"
永山３丁目,"1,688","1,873","3,561","1,780"
永山４丁目,"1,471","1,611","3,082","1,880"
永山５丁目,975,"1,098","2,073",873
永山６丁目,593,597,"1,190",576
,"7,307","7,781","15,088","7,790"
,,,,
貝取１丁目,"1,011",951,"1,962",928
貝取２丁目,"1,670","1,824","3,494","1,488"
貝取３丁目,454,592,"1,046",466
貝取４丁目,540,574,"1,114",535
貝取５丁目,267,318,585,326
,"3,942","4,259","8,201","3,743"
,,,,
豊ヶ丘１丁目,"1,533","1,503","3,036","1,495"
豊ヶ丘２丁目,"1,453","1,490","2,943","1,310"
豊ヶ丘３丁目,773,894,"1,667",703
豊ヶ丘４丁目,331,365,696,392
豊ヶ丘５丁目,620,703,"1,323",644
豊ヶ丘６丁目,438,500,938,492
,"5,148","5,455","10,603","5,036"
,,,,
落合１丁目,"1,395","1,513","2,908","1,433"
落合２丁目,"1,157","1,098","2,255",890
落合３丁目,"1,489","1,572","3,061","1,480"
落合４丁目,"1,056","1,195","2,251","1,131"
落合５丁目,"1,100","1,131","2,231",923
落合６丁目,905,857,"1,762",794
,"7,102","7,366","14,468","6,651"
,,,,
鶴牧１丁目,"1,254","1,276","2,530","1,150"
鶴牧２丁目,854,792,"1,646",795
鶴牧３丁目,"2,015","2,154","4,169","1,510"
鶴牧４丁目,366,400,766,327
鶴牧５丁目,952,"1,057","2,009",858
鶴牧６丁目,861,925,"1,786",765
,"6,302","6,604","12,906","5,405"
,,,,
南野１丁目,2,0,2,1
南野２丁目,453,419,872,436
南野３丁目,452,449,901,382
,907,868,"1,775",819
,,,,
東寺方３丁目,146,231,377,205
,146,231,377,205
,,,,
和田３丁目,479,564,"1,043",598
,479,564,"1,043",598
,,,,
