町丁目別人口・世帯数　平成３０年５月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,429,521,950,472
関戸２丁目,"1,277","1,332","2,609","1,397"
関戸３丁目,706,748,"1,454",730
関戸４丁目,"1,033","1,139","2,172","1,208"
関戸５丁目,728,732,"1,460",727
関戸６丁目,440,428,868,393
,"4,613","4,900","9,513","4,927"
,,,,
連光寺１丁目,"1,857","1,907","3,764","1,616"
連光寺２丁目,"1,235","1,233","2,468","1,007"
連光寺３丁目,869,860,"1,729",803
連光寺４丁目,295,271,566,268
連光寺５丁目,140,142,282,150
連光寺６丁目,422,348,770,371
,"4,818","4,761","9,579","4,215"
,,,,
貝取,629,570,"1,199",620
,629,570,"1,199",620
,,,,
乞田,"1,341","1,201","2,542","1,242"
,"1,341","1,201","2,542","1,242"
,,,,
和田,"4,616","4,451","9,067","4,008"
,"4,616","4,451","9,067","4,008"
,,,,
百草,449,423,872,434
,449,423,872,434
,,,,
落川,646,616,"1,262",564
,646,616,"1,262",564
,,,,
東寺方,876,806,"1,682",825
東寺方１丁目,521,550,"1,071",516
,"1,397","1,356","2,753","1,341"
,,,,
一ノ宮１丁目,"1,110",911,"2,021","1,309"
一ノ宮２丁目,746,731,"1,477",889
一ノ宮３丁目,431,460,891,500
一ノ宮４丁目,937,958,"1,895","1,003"
,"3,224","3,060","6,284","3,701"
,,,,
桜ヶ丘１丁目,946,"1,027","1,973",934
桜ヶ丘２丁目,609,714,"1,323",592
桜ヶ丘３丁目,582,643,"1,225",537
桜ヶ丘４丁目,728,822,"1,550",815
,"2,865","3,206","6,071","2,878"
,,,,
和田（百草団地）,639,727,"1,366",882
,639,727,"1,366",882
,,,,
聖ヶ丘１丁目,890,"1,019","1,909",856
聖ヶ丘２丁目,860,"1,006","1,866",849
聖ヶ丘３丁目,"1,093","1,088","2,181",946
聖ヶ丘４丁目,362,384,746,298
聖ヶ丘５丁目,58,45,103,33
,"3,263","3,542","6,805","2,982"
,,,,
馬引沢１丁目,875,831,"1,706",892
馬引沢２丁目,"1,261","1,127","2,388","1,228"
,"2,136","1,958","4,094","2,120"
,,,,
山王下１丁目,309,390,699,545
,309,390,699,545
,,,,
中沢１丁目,587,531,"1,118",608
中沢２丁目,917,"1,021","1,938",842
,"1,504","1,552","3,056","1,450"
,,,,
唐木田１丁目,"1,142","1,197","2,339","1,106"
唐木田２丁目,0,0,0,0
,"1,142","1,197","2,339","1,106"
,,,,
諏訪１丁目,"2,109","2,147","4,256","2,014"
諏訪２丁目,"1,783","1,975","3,758","1,660"
諏訪３丁目,537,543,"1,080",501
諏訪４丁目,868,"1,169","2,037","1,098"
諏訪５丁目,307,401,708,406
,"5,604","6,235","11,839","5,679"
,,,,
永山１丁目,978,"1,010","1,988","1,130"
永山２丁目,"1,603","1,593","3,196","1,551"
永山３丁目,"1,689","1,864","3,553","1,770"
永山４丁目,"1,486","1,621","3,107","1,893"
永山５丁目,970,"1,095","2,065",870
永山６丁目,600,598,"1,198",580
,"7,326","7,781","15,107","7,794"
,,,,
貝取１丁目,"1,001",951,"1,952",925
貝取２丁目,"1,676","1,827","3,503","1,488"
貝取３丁目,457,595,"1,052",468
貝取４丁目,543,576,"1,119",536
貝取５丁目,269,321,590,328
,"3,946","4,270","8,216","3,745"
,,,,
豊ヶ丘１丁目,"1,518","1,495","3,013","1,482"
豊ヶ丘２丁目,"1,452","1,495","2,947","1,311"
豊ヶ丘３丁目,773,892,"1,665",703
豊ヶ丘４丁目,332,369,701,393
豊ヶ丘５丁目,617,707,"1,324",644
豊ヶ丘６丁目,440,501,941,493
,"5,132","5,459","10,591","5,026"
,,,,
落合１丁目,"1,382","1,508","2,890","1,423"
落合２丁目,"1,148","1,098","2,246",885
落合３丁目,"1,497","1,581","3,078","1,484"
落合４丁目,"1,053","1,191","2,244","1,125"
落合５丁目,"1,098","1,123","2,221",918
落合６丁目,897,853,"1,750",790
,"7,075","7,354","14,429","6,625"
,,,,
鶴牧１丁目,"1,263","1,275","2,538","1,157"
鶴牧２丁目,848,788,"1,636",790
鶴牧３丁目,"2,017","2,150","4,167","1,508"
鶴牧４丁目,365,403,768,327
鶴牧５丁目,950,"1,056","2,006",861
鶴牧６丁目,868,930,"1,798",771
,"6,311","6,602","12,913","5,414"
,,,,
南野１丁目,2,0,2,1
南野２丁目,454,418,872,438
南野３丁目,451,450,901,380
,907,868,"1,775",819
,,,,
東寺方３丁目,147,233,380,207
,147,233,380,207
,,,,
和田３丁目,479,566,"1,045",598
,479,566,"1,045",598
,,,,
愛宕１丁目,312,335,647,372
愛宕２丁目,456,468,924,482
愛宕３丁目,343,475,818,487
愛宕４丁目,"1,265","1,408","2,673","1,349"
,"2,376","2,686","5,062","2,690"
,,,,
,"72,894","75,964","148,858","71,612"
豊ヶ丘２丁目677,116536,5.4,3.4,8.2
30莠ｺ莉･荳�,"螳ｿ豕頑･ｭ,鬟ｲ鬟溘し繝ｼ繝薙せ讌ｭ",187490,86038,101452,5851,3238,2613,6748,3498,3250,186593,85778,100815,67.1,53.3,78.7
30莠ｺ莉･荳�,"逕滓ｴｻ髢｢騾｣繧ｵ繝ｼ繝薙せ讌ｭ,螽ｯ讌ｽ讌ｭ",128649,57318,71331,2339,992,1347,1992,699,1293,128996,57611,71385,38.9,25,50.1
30莠ｺ莉･荳�,"謨呵ご,蟄ｦ鄙呈髪謠ｴ讌ｭ",319822,191071,128751,5927,2954,2973,11764,6804,4960,313985,187221,126764,39.7,36.5,44.6
30莠ｺ莉･荳�,"蛹ｻ逋�,遖冗･�",522562,167292,355270,11286,4291,6995,10058,2383,7675,523790,169200,354590,28.4,24.6,30.3
