町丁目別人口・世帯数　平成３０年４月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,433,517,950,470
関戸２丁目,"1,275","1,326","2,601","1,386"
関戸３丁目,697,735,"1,432",703
関戸４丁目,"1,035","1,138","2,173","1,206"
関戸５丁目,722,731,"1,453",726
関戸６丁目,436,426,862,392
,"4,598","4,873","9,471","4,883"
,,,,
連光寺１丁目,"1,858","1,912","3,770","1,614"
連光寺２丁目,"1,239","1,239","2,478","1,011"
連光寺３丁目,875,860,"1,735",804
連光寺４丁目,293,269,562,266
連光寺５丁目,138,134,272,147
連光寺６丁目,421,344,765,370
,"4,824","4,758","9,582","4,212"
,,,,
貝取,631,573,"1,204",622
,631,573,"1,204",622
,,,,
乞田,"1,334","1,196","2,530","1,230"
,"1,334","1,196","2,530","1,230"
,,,,
和田,"4,606","4,453","9,059","3,988"
,"4,606","4,453","9,059","3,988"
,,,,
百草,445,420,865,428
,445,420,865,428
,,,,
落川,646,618,"1,264",563
,646,618,"1,264",563
,,,,
東寺方,876,807,"1,683",819
東寺方１丁目,517,551,"1,068",515
,"1,393","1,358","2,751","1,334"
,,,,
一ノ宮１丁目,"1,099",907,"2,006","1,297"
一ノ宮２丁目,733,731,"1,464",875
一ノ宮３丁目,433,453,886,494
一ノ宮４丁目,936,942,"1,878",977
,"3,201","3,033","6,234","3,643"
,,,,
桜ヶ丘１丁目,943,"1,030","1,973",933
桜ヶ丘２丁目,611,715,"1,326",590
桜ヶ丘３丁目,582,643,"1,225",536
桜ヶ丘４丁目,716,805,"1,521",787
,"2,852","3,193","6,045","2,846"
,,,,
和田（百草団地）,638,733,"1,371",886
,638,733,"1,371",886
,,,,
聖ヶ丘１丁目,892,"1,011","1,903",853
聖ヶ丘２丁目,860,"1,011","1,871",850
聖ヶ丘３丁目,"1,096","1,083","2,179",943
聖ヶ丘４丁目,361,387,748,299
聖ヶ丘５丁目,58,45,103,33
,"3,267","3,537","6,804","2,978"
,,,,
馬引沢１丁目,874,824,"1,698",885
馬引沢２丁目,"1,256","1,127","2,383","1,222"
,"2,130","1,951","4,081","2,107"
,,,,
山王下１丁目,303,379,682,529
,303,379,682,529
,,,,
中沢１丁目,589,525,"1,114",605
中沢２丁目,920,"1,026","1,946",837
,"1,509","1,551","3,060","1,442"
,,,,
唐木田１丁目,"1,150","1,193","2,343","1,103"
唐木田２丁目,0,0,0,0
,"1,150","1,193","2,343","1,103"
,,,,
諏訪１丁目,"2,115","2,142","4,257","2,017"
諏訪２丁目,"1,773","1,961","3,734","1,647"
諏訪３丁目,533,548,"1,081",495
諏訪４丁目,869,"1,181","2,050","1,102"
諏訪５丁目,308,404,712,408
,"5,598","6,236","11,834","5,669"
,,,,
永山１丁目,974,"1,010","1,984","1,119"
永山２丁目,"1,604","1,598","3,202","1,555"
永山３丁目,"1,691","1,864","3,555","1,770"
永山４丁目,"1,490","1,625","3,115","1,893"
永山５丁目,975,"1,098","2,073",873
永山６丁目,598,596,"1,194",577
,"7,332","7,791","15,123","7,787"
,,,,
貝取１丁目,996,944,"1,940",921
貝取２丁目,"1,678","1,831","3,509","1,487"
貝取３丁目,457,597,"1,054",467
貝取４丁目,545,579,"1,124",537
貝取５丁目,271,326,597,330
,"3,947","4,277","8,224","3,742"
,,,,
豊ヶ丘１丁目,"1,526","1,494","3,020","1,488"
豊ヶ丘２丁目,"1,453","1,489","2,942","1,310"
豊ヶ丘３丁目,777,897,"1,674",704
豊ヶ丘４丁目,331,366,697,392
豊ヶ丘５丁目,617,706,"1,323",644
豊ヶ丘６丁目,438,499,937,488
,"5,142","5,451","10,593","5,026"
,,,,
落合１丁目,"1,373","1,505","2,878","1,406"
落合２丁目,"1,142","1,099","2,241",879
落合３丁目,"1,494","1,579","3,073","1,477"
落合４丁目,"1,057","1,188","2,245","1,122"
落合５丁目,"1,100","1,120","2,220",918
落合６丁目,896,853,"1,749",786
,"7,062","7,344","14,406","6,588"
,,,,
鶴牧１丁目,"1,259","1,268","2,527","1,150"
鶴牧２丁目,844,783,"1,627",783
鶴牧３丁目,"1,998","2,138","4,136","1,499"
鶴牧４丁目,366,403,769,327
鶴牧５丁目,949,"1,056","2,005",860
鶴牧６丁目,874,928,"1,802",771
,"6,290","6,576","12,866","5,390"
,,,,
南野１丁目,2,0,2,1
南野２丁目,452,415,867,434
南野３丁目,446,448,894,379
,900,863,"1,763",814
,,,,
東寺方３丁目,150,233,383,209
,150,233,383,209
,,,,
和田３丁目,477,570,"1,047",599
,477,570,"1,047",599
,,,,
愛宕１丁目,313,339,652,374
愛宕２丁目,458,469,927,483
愛宕３丁目,345,477,822,485
愛宕４丁目,"1,261","1,407","2,668","1,345"
,"2,377","2,692","5,069","2,687"
,,,,
,"72,802","75,852","148,654","71,305"
