年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,737317,357156,380161
0,5283,2722,2561
1,5201,2681,2520
2,5502,2800,2702
3,5700,2929,2771
4,5651,2837,2814
5,5994,3040,2954
6,5978,3058,2920
7,6006,3039,2967
8,5954,3023,2931
9,5772,2983,2789
10,5720,2981,2739
11,6039,3050,2989
12,5872,2981,2891
13,5989,3096,2893
14,6011,3176,2835
15,5841,3046,2795
16,5690,2912,2778
17,5938,3053,2885
18,6168,3160,3008
19,6661,3380,3281
20,7170,3619,3551
21,7807,3808,3999
22,8337,4115,4222
23,9645,4638,5007
24,10151,4790,5361
25,10296,4873,5423
26,10203,4853,5350
27,10657,5093,5564
28,10194,4751,5443
29,10132,4840,5292
30,10190,4916,5274
31,9892,4721,5171
32,9800,4732,5068
33,10070,4921,5149
34,10021,4928,5093
35,9935,4922,5013
36,10002,5017,4985
37,10729,5308,5421
38,10531,5252,5279
39,10357,5215,5142
40,10256,5190,5066
41,10207,5129,5078
42,10632,5373,5259
43,10700,5493,5207
44,10863,5410,5453
45,11024,5576,5448
46,11339,5720,5619
47,11766,5963,5803
48,12507,6251,6256
49,12214,6005,6209
50,12143,6049,6094
51,12106,6058,6048
52,11979,6038,5941
53,11964,6005,5959
54,11896,5951,5945
55,9474,4847,4627
56,10992,5732,5260
57,10672,5432,5240
58,9897,4989,4908
59,9289,4695,4594
60,8804,4463,4341
61,8331,4254,4077
62,8061,4059,4002
63,7695,3875,3820
64,7363,3729,3634
65,7012,3503,3509
66,6802,3461,3341
67,6579,3340,3239
68,6592,3313,3279
69,6907,3398,3509
70,6867,3301,3566
71,7422,3535,3887
72,8321,4013,4308
73,8270,3900,4370
74,8642,3993,4649
75,6383,2835,3548
76,4860,2147,2713
77,5756,2448,3308
78,6530,2787,3743
79,6150,2562,3588
80,6369,2548,3821
81,5758,2277,3481
82,5011,1968,3043
83,4568,1718,2850
84,4988,1932,3056
85,4677,1785,2892
86,4518,1658,2860
87,3870,1415,2455
88,3488,1205,2283
89,3254,1088,2166
90,2621,864,1757
91,2215,725,1490
92,1833,519,1314
93,1477,389,1088
94,1211,303,908
95,960,250,710
96,682,174,508
97,483,105,378
98,332,66,266
99,230,34,196
100,160,15,145
101,107,16,91
102,69,11,58
103,37,3,34
104歳以上,43,7,36
不詳者,0,0,0
03年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,739097,357778,381319
0,5202,2677,2525
1,5206,2709,2497
2,5489,2790,2699
3,5551,2836,2715
4,5722,2888,2834
5,5988,3030,2958
6,5861,2995,2866
7,6088,3086,3002
8,5905,2999,2906
9,5871,3022,2849
10,5675,2935,2740
11,6026,3102,2924
12,5837,2962,2875
13,6001,3079,2922
14,6059,3212,2847
15,5905,3048,2857
16,5644,2919,2725
17,5901,3000,2901
18,6416,3237,3179
19,6781,3492,3289
20,7544,3727,3817
21,7906,3841,4065
22,9091,4445,4646
23,9752,4701,5051
24,10374,4893,5481
25,10349,4889,5460
26,10132,4773,5359
27,10588,5054,5534
28,10270,4830,5440
29,10248,4843,5405
30,10133,4871,5262
31,9927,4736,5191
32,9794,4731,5063
33,10070,4936,5134
34,9971,4916,5055
35,9977,4928,5049
36,9986,4993,4993
37,10621,5309,5312
38,10474,5202,5272
39,10441,5217,5224
40,10213,5207,5006
41,10246,5102,5144
42,10579,5404,5175
43,10591,5389,5202
44,10929,5477,5452
45,10916,5519,5397
46,11245,5646,5599
47,11788,5978,5810
48,12337,6160,6177
49,12248,6035,6213
50,12191,6067,6124
51,12008,5997,6011
52,11948,6028,5920
53,12101,6058,6043
54,11698,5888,5810
55,10189,5163,5026
56,10470,5449,5021
57,10723,5467,5256
58,9950,5027,4923
59,9418,4758,4660
60,8887,4505,4382
61,8333,4197,4136
62,8147,4152,3995
63,7766,3903,3863
64,7421,3760,3661
65,7054,3541,3513
66,6738,3418,3320
67,6675,3373,3302
68,6448,3263,3185
69,6890,3405,3485
70,6880,3298,3582
71,7288,3481,3807
72,8137,3920,4217
73,8229,3873,4356
74,8740,4062,4678
75,6977,3102,3875
76,4659,2027,2632
77,5495,2355,3140
78,6539,2762,3777
79,6125,2580,3545
80,6361,2567,3794
81,5790,2291,3499
82,5157,2001,3156
83,4464,1699,2765
84,4940,1877,3063
85,4660,1772,2888
86,4503,1663,2840
87,3956,1443,2513
88,3433,1185,2248
89,3262,1107,2155
90,2683,868,1815
91,2206,728,1478
92,1867,539,1328
93,1510,389,1121
94,1191,311,880
95,951,247,704
96,710,177,533
97,477,104,373
98,341,78,263
99,231,33,198
100,158,20,138
