年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,741864,359781,382083
0,5484,2784,2700
1,5711,2901,2810
2,5867,2985,2882
3,5935,2973,2962
4,5904,3036,2868
5,6169,3117,3052
6,5920,2978,2942
7,5915,3034,2881
8,5687,2959,2728
9,6027,3092,2935
10,5849,2944,2905
11,5897,2997,2900
12,6074,3237,2837
13,5863,3027,2836
14,5698,2966,2732
15,5805,2954,2851
16,5909,3014,2895
17,6209,3201,3008
18,6572,3316,3256
19,7181,3602,3579
20,7867,3946,3921
21,8219,4080,4139
22,9376,4495,4881
23,10348,4911,5437
24,10339,4889,5450
25,10720,5050,5670
26,10567,4992,5575
27,10268,4816,5452
28,10285,4973,5312
29,10164,4882,5282
30,10059,4883,5176
31,10053,4865,5188
32,10079,4904,5175
33,10189,5000,5189
34,10084,5009,5075
35,10587,5290,5297
36,10732,5364,5368
37,10678,5337,5341
38,10314,5210,5104
39,10313,5198,5115
40,10672,5439,5233
41,10659,5395,5264
42,10882,5498,5384
43,10926,5482,5444
44,11376,5784,5592
45,11727,5949,5778
46,12398,6232,6166
47,12492,6239,6253
48,12231,6062,6169
49,12081,6106,5975
50,12257,6120,6137
51,12080,6051,6029
52,11911,5941,5970
53,11285,5760,5525
54,10070,5219,4851
55,10946,5670,5276
56,10272,5146,5126
57,9814,5027,4787
58,8962,4538,4424
59,8644,4393,4251
60,8389,4249,4140
61,8091,4096,3995
62,7624,3903,3721
63,7294,3664,3630
64,6926,3549,3377
65,6917,3518,3399
66,6574,3381,3193
67,6989,3462,3527
68,6991,3427,3564
69,7389,3562,3827
70,8138,3955,4183
71,8612,4134,4478
72,8767,4142,4625
73,8051,3739,4312
74,4971,2192,2779
75,5570,2470,3100
76,6833,2916,3917
77,6360,2741,3619
78,6641,2776,3865
79,6335,2587,3748
80,5712,2293,3419
81,4950,2005,2945
82,5146,1985,3161
83,5077,2000,3077
84,5250,2057,3193
85,4495,1704,2791
86,4054,1486,2568
87,3876,1392,2484
88,3269,1135,2134
89,2806,967,1839
90,2415,758,1657
91,1994,588,1406
92,1689,498,1191
93,1403,391,1012
94,1087,273,814
95,761,199,562
96,533,120,413
97,417,65,352
98,294,58,236
99,202,29,173
100,156,17,139
101,89,9,80
102,49,15,34
103,32,8,24
104歳以上,44,4,40
不詳者,0,0,0
″年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,741481,359603,381878
0,5453,2782,2671
1,5681,2875,2806
2,5871,2991,2880
3,5883,2950,2933
4,5880,3023,2857
5,6216,3126,3090
6,5865,2969,2896
7,5950,3045,2905
8,5691,2952,2739
9,6007,3082,2925
10,5904,2983,2921
11,5880,2985,2895
12,6046,3210,2836
13,5865,3035,2830
14,5718,2977,2741
15,5794,2954,2840
16,5906,2997,2909
17,6180,3200,2980
18,6492,3276,3216
19,7164,3600,3564
20,7800,3924,3876
21,8150,4015,4135
22,9262,4459,4803
23,10230,4864,5366
24,10367,4924,5443
25,10650,5018,5632
26,10631,5053,5578
27,10237,4761,5476
28,10320,4980,5340
29,10077,4852,5225
30,10123,4908,5215
31,9986,4848,5138
32,10090,4881,5209
33,10226,5014,5212
34,10008,4982,5026
35,10545,5269,5276
36,10778,5376,5402
37,10579,5295,5284
38,10393,5249,5144
39,10299,5200,5099
40,10615,5392,5223
41,10664,5411,5253
42,10756,5457,5299
43,10974,5495,5479
44,11366,5767,5599
45,11680,5911,5769
46,12271,6174,6097
47,12563,6286,6277
48,12207,6040,6167
49,12126,6122,6004
50,12296,6141,6155
51,12046,6048,5998
52,11927,5929,5998
53,11560,5895,5665
54,9818,5097,4721
55,11028,5713,5315
56,10348,5183,5165
57,9853,5044,4809
58,9018,4586,4432
59,8619,4390,4229
60,8422,4244,4178
61,8214,4142,4072
62,7566,3872,3694
63,7320,3682,3638
64,6914,3552,3362
65,6930,3505,3425
66,6579,3399,3180
67,6963,3459,3504
68,6987,3424,3563
69,7373,3575,3798
70,8057,3883,4174
71,8607,4138,4469
72,8659,4106,4553
73,8285,3862,4423
74,5067,2222,2845
75,5483,2437,3046
76,6711,2862,3849
77,6502,2815,3687
78,6540,2716,3824
79,6423,2636,3787
80,5748,2304,3444
81,4966,2005,2961
82,5096,1978,3118
