年齢[歳],合 計[人],男性合計[人],女性合計[人]
総 数,738817,357983,380834
0,5117,2623,2494
1,5523,2844,2679
2,5494,2805,2689
3,5795,2948,2847
4,5689,2883,2806
5,6048,3067,2981
6,5966,3024,2942
7,5950,3038,2912
8,5975,3038,2937
9,5766,2969,2797
10,5810,3001,2809
11,6021,3052,2969
12,5835,2974,2861
13,6072,3158,2914
14,5911,3143,2768
15,5805,3001,2804
16,5748,2938,2810
17,5956,3050,2906
18,6268,3230,3038
19,6789,3440,3349
20,7302,3682,3620
21,7897,3881,4016
22,8448,4153,4295
23,9857,4714,5143
24,10177,4824,5353
25,10214,4817,5397
26,10374,4942,5432
27,10660,5064,5596
28,10166,4803,5363
29,10245,4909,5336
30,10180,4877,5303
31,9871,4733,5138
32,9906,4791,5115
33,10005,4875,5130
34,10047,4963,5084
35,9975,4981,4994
36,10278,5083,5195
37,10776,5400,5376
38,10526,5224,5302
39,10253,5165,5088
40,10292,5176,5116
41,10330,5221,5109
42,10708,5407,5301
43,10748,5521,5227
44,10816,5423,5393
45,11202,5620,5582
46,11430,5773,5657
47,11979,6046,5933
48,12632,6328,6304
49,12092,5982,6110
50,12097,6029,6068
51,12270,6174,6096
52,11888,5929,5959
53,11868,5917,5951
54,12103,6127,5976
55,8873,4605,4268
56,11293,5850,5443
57,10542,5350,5192
58,9876,4965,4911
59,9169,4671,4498
60,8570,4320,4250
61,8395,4257,4138
62,8053,4052,4001
63,7647,3896,3751
64,7270,3661,3609
65,6859,3470,3389
66,6907,3479,3428
67,6619,3356,3263
68,6665,3390,3275
69,6968,3377,3591
70,6989,3368,3621
71,7560,3630,3930
72,8491,4049,4442
73,8476,3979,4497
74,8392,3879,4513
75,5518,2412,3106
76,5135,2299,2836
77,6168,2607,3561
78,6494,2757,3737
79,6227,2586,3641
80,6388,2566,3822
81,5670,2245,3425
82,4889,1930,2959
83,4704,1771,2933
84,4911,1877,3034
85,4787,1839,2948
86,4495,1661,2834
87,3732,1342,2390
88,3573,1271,2302
89,3141,1032,2109
90,2601,862,1739
91,2208,707,1501
92,1761,483,1278
93,1458,400,1058
94,1210,309,901
95,913,230,683
96,673,179,494
97,432,90,342
98,337,54,283
99,219,34,185
100,161,23,138
101,97,9,88
102,68,11,57
103,34,5,29
104歳以上,49,8,41
不詳者,0,0,0
,0,0,0,0,0",,"4貂ｯ縺ｿ逕滄｣溷霧隨ｬ1190蜿ｷ","2022-08-23","2022-08-23","2022-08-23","2029-08-31",,"譁ｰ隕�",,
