地域区分,国・地域（人）,人口
総数,総数,344221
アジア,アジア,282065
アジア,アフガニスタン,40
アジア,アラブ首長国連邦,13
アジア,ミャンマー,3981
アジア,バハレーン,11
アジア,ブータン,12
アジア,バングラデシュ,2658
アジア,ブルネイ,4
アジア,カンボディア,167
アジア,スリ・ランカ,1103
アジア,中国,114233
アジア,サイプラス,10
アジア,インド,4980
アジア,インドネシア,2692
アジア,イラン,1403
アジア,イラク,57
アジア,イスラエル,429
アジア,ジョルダン,40
アジア,韓国・朝鮮,103241
アジア,クウェイト,7
アジア,ラオス,204
アジア,レバノン,43
アジア,マレイシア,4246
アジア,モンゴル,488
アジア,オマーン,5
アジア,モルディヴ,10
アジア,ネパール,1603
アジア,パキスタン,1677
アジア,フィリピン,29789
アジア,カタル,23
アジア,サウディ・アラビア,98
アジア,シリア,42
アジア,シンガポール,1095
アジア,タイ,5616
アジア,トルコ,385
アジア,ヴィエトナム,1655
アジア,イエメン,5
ヨーロッパ,ヨーロッパ,22292
ヨーロッパ,アルバニア,8
ヨーロッパ,オーストリア,230
ヨーロッパ,ベルギー,263
ヨーロッパ,ブルガリア,137
ヨーロッパ,ベラルーシ,92
ヨーロッパ,クロアチア,22
ヨーロッパ,チェッコ,72
ヨーロッパ,デンマーク,263
ヨーロッパ,エストニア,14
ヨーロッパ,フィンランド,264
ヨーロッパ,フランス,4019
ヨーロッパ,ドイツ,2178
ヨーロッパ,ギリシャ,79
ヨーロッパ,ハンガリー,124
ヨーロッパ,アイスランド,20
ヨーロッパ,アイルランド,473
ヨーロッパ,イタリア,828
ヨーロッパ,キルギス,12
ヨーロッパ,カザフスタン,30
ヨーロッパ,リヒテンシュタイン,1
ヨーロッパ,ルクセンブルグ,4
ヨーロッパ,ラトヴィア,13
ヨーロッパ,リトアニア,55
ヨーロッパ,モナコ,1
ヨーロッパ,マルタ,17
ヨーロッパ,モルドヴァ,9
ヨーロッパ,マケドニア,9
ヨーロッパ,オランダ,431
ヨーロッパ,ノールウェー,80
ヨーロッパ,ポーランド,193
ヨーロッパ,ポルトガル,122
ヨーロッパ,ルーマニア,631
ヨーロッパ,ロシア,1561
ヨーロッパ,スペイン,480
ヨーロッパ,スウェーデン,581
ヨーロッパ,スイス,414
ヨーロッパ,トルクメニスタン,2
ヨーロッパ,タジキスタン,4
ヨーロッパ,英国,8013
ヨーロッパ,ウクライナ,320
ヨーロッパ,ウズベキスタン,98
ヨーロッパ,ユーゴスラヴィア,10
ヨーロッパ,アルメニア,8
ヨーロッパ,アゼルバイジャン,6
ヨーロッパ,グルジア,11
ヨーロッパ,スロヴェニア,10
ヨーロッパ,スロヴァキア,42
ヨーロッパ,ボスニア・ヘルツェゴヴィナ,3
ヨーロッパ,ユーゴスラヴィア連邦共和国,35
アフリカ,アフリカ,3037
アフリカ,アルジェリア,35
アフリカ,ブルンディ,2
アフリカ,ボツワナ,1
アフリカ,カメルーン,54
アフリカ,中央アフリカ,2
アフリカ,チャード,1
アフリカ,コンゴー,3
アフリカ,コンゴー民主共和国,47
アフリカ,カーボ・ヴェルデ,1
アフリカ,ベナン,9
アフリカ,ジブティ,2
アフリカ,エティオピア,106
アフリカ,エリトリア,4
アフリカ,ガボン,4
アフリカ,ガーナ,630
アフリカ,ギニア,167
アフリカ,ガンビア,6
アフリカ,象牙海岸共和国,28
アフリカ,ケニア,98
アフリカ,リベリア,6
アフリカ,リビア,4
アフリカ,レソト,53
アフリカ,マダガスカル,9
アフリカ,マリ,37
アフリカ,モロッコ,88
アフリカ,マラウイ,5
アフリカ,モーリシァス,20
アフリカ,モザンビーク,1
アフリカ,ニジェール,1
アフリカ,ナイジェリア,775
アフリカ,ルワンダ,2
アフリカ,セネガル,78
アフリカ,シエラ・レオーネ,29
アフリカ,ソマリア,2
アフリカ,スーダン,27
アフリカ,スワジランド,1
アフリカ,セイシェル,3
アフリカ,タンザニア,63
アフリカ,トーゴー,10
アフリカ,テュニジア,91
アフリカ,ウガンダ,123
アフリカ,南アフリカ共和国,155
アフリカ,エジプト,211
アフリカ,ブルキナ・ファソ,2
アフリカ,ザンビア,19
アフリカ,ジンバブエ,19
アフリカ,アンゴラ,3
北米,北米,22582
北米,バルバドス,50
北米,バハマ,83
北米,ベリーズ,4
北米,カナダ,3285
北米,コスタ・リカ,50
北米,キューバ,55
北米,ドミニカ共和国,67
北米,ドミニカ,8
北米,エル・サルヴァドル,20
北米,グァテマラ,24
北米,ハイティ,5
北米,ホンデュラス,58
北米,ジャマイカ,33
北米,メキシコ,337
北米,ニカラグァ,11
北米,パナマ,12
北米,セント・ヴィンセント,1
北米,トリニダッド・トバゴ,9
北米,米国,18469
北米,グレナダ,1
南米,南米,8828
南米,アルゼンティン,346
南米,ボリヴィア,112
南米,ブラジル,4978
南米,チリ,137
南米,コロンビア,818
南米,エクアドル,28
南米,パラグァイ,84
南米,ペルー,2231
南米,スリナム,5
南米,ウルグァイ,25
南米,ヴェネズエラ,64
オセアニア,オセアニア,5175
オセアニア,オーストラリア,4116
オセアニア,フィジー,51
オセアニア,マーシャル,2
オセアニア,ミクロネシア,3
オセアニア,ニュー・ジーランド,935
オセアニア,パプア・ニューギニア,20
オセアニア,パラオ,5
オセアニア,ソロモン,3
オセアニア,トンガ,23
オセアニア,ヴァヌアツ,2
オセアニア,サモア,15
無国籍・その他,無国籍・その他,242
,,
外国人登録人口　平成15年１月,,
第２表　　国籍別外国人登録人口（平成１５年１月１日現在）,,
