町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,109,66,72,138
両国二丁目,120,75,97,172
両国三丁目,55,38,53,91
両国四丁目,99,57,80,137
千歳一丁目,19,18,18,36
千歳二丁目,26,15,23,38
千歳三丁目,51,33,49,82
緑一丁目,122,88,72,160
緑二丁目,72,47,60,107
緑三丁目,93,75,89,164
緑四丁目,192,128,193,321
立川一丁目,42,25,33,58
立川二丁目,49,46,21,67
立川三丁目,20,20,15,35
立川四丁目,38,32,35,67
菊川一丁目,29,19,28,47
菊川二丁目,30,20,31,51
菊川三丁目,65,49,61,110
江東橋一丁目,107,75,123,198
江東橋二丁目,149,122,157,279
江東橋三丁目,110,72,100,172
江東橋四丁目,325,206,362,568
江東橋五丁目,69,47,86,133
横網一丁目,7,7,5,12
横網二丁目,54,36,33,69
亀沢一丁目,39,33,39,72
亀沢二丁目,18,24,25,49
亀沢三丁目,41,40,34,74
亀沢四丁目,67,41,84,125
石原一丁目,78,70,56,126
石原二丁目,49,38,32,70
石原三丁目,66,57,44,101
石原四丁目,55,49,68,117
本所一丁目,62,47,63,110
本所二丁目,24,20,29,49
本所三丁目,58,29,56,85
本所四丁目,38,27,45,72
東駒形一丁目,42,36,19,55
東駒形二丁目,44,44,22,66
東駒形三丁目,32,24,22,46
東駒形四丁目,29,31,36,67
吾妻橋一丁目,45,33,40,73
吾妻橋二丁目,18,14,17,31
吾妻橋三丁目,20,17,25,42
錦糸一丁目,127,87,127,214
錦糸二丁目,68,65,78,143
錦糸三丁目,74,54,89,143
錦糸四丁目,106,85,121,206
太平一丁目,155,117,153,270
太平二丁目,85,52,104,156
太平三丁目,77,56,78,134
太平四丁目,169,142,195,337
横川一丁目,36,41,36,77
横川二丁目,40,29,33,62
横川三丁目,25,24,35,59
横川四丁目,87,49,71,120
横川五丁目,39,53,92,145
業平一丁目,31,25,30,55
業平二丁目,17,22,22,44
業平三丁目,29,22,22,44
業平四丁目,32,40,43,83
業平五丁目,22,21,20,41
向島一丁目,29,31,25,56
向島二丁目,34,34,27,61
向島三丁目,63,39,61,100
向島四丁目,23,29,29,58
