町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,87,49,62,111
両国二丁目,104,66,91,157
両国三丁目,58,38,55,93
両国四丁目,93,57,72,129
千歳一丁目,23,21,19,40
千歳二丁目,23,14,20,34
千歳三丁目,49,30,45,75
緑一丁目,121,86,72,158
緑二丁目,73,49,61,110
緑三丁目,90,76,86,162
緑四丁目,210,140,198,338
立川一丁目,40,24,29,53
立川二丁目,41,38,20,58
立川三丁目,19,17,14,31
立川四丁目,36,29,33,62
菊川一丁目,28,19,26,45
菊川二丁目,37,22,34,56
菊川三丁目,56,46,53,99
江東橋一丁目,101,67,123,190
江東橋二丁目,136,111,151,262
江東橋三丁目,103,69,104,173
江東橋四丁目,312,185,355,540
江東橋五丁目,73,50,88,138
横網一丁目,6,7,3,10
横網二丁目,56,38,34,72
亀沢一丁目,37,30,38,68
亀沢二丁目,20,22,30,52
亀沢三丁目,41,38,37,75
亀沢四丁目,61,44,78,122
石原一丁目,73,62,66,128
石原二丁目,38,29,33,62
石原三丁目,65,54,50,104
石原四丁目,52,44,65,109
本所一丁目,51,37,61,98
本所二丁目,25,19,29,48
本所三丁目,54,29,58,87
本所四丁目,33,21,42,63
東駒形一丁目,43,38,18,56
東駒形二丁目,51,45,29,74
東駒形三丁目,29,24,19,43
東駒形四丁目,29,28,36,64
吾妻橋一丁目,50,36,39,75
吾妻橋二丁目,18,13,19,32
吾妻橋三丁目,20,17,26,43
錦糸一丁目,111,79,121,200
錦糸二丁目,76,67,85,152
錦糸三丁目,77,53,96,149
錦糸四丁目,121,92,132,224
太平一丁目,137,108,142,250
太平二丁目,93,57,102,159
太平三丁目,78,63,74,137
太平四丁目,160,137,196,333
横川一丁目,35,41,39,80
横川二丁目,34,22,34,56
横川三丁目,24,22,34,56
横川四丁目,79,41,68,109
横川五丁目,35,48,80,128
業平一丁目,27,21,28,49
業平二丁目,18,23,21,44
業平三丁目,28,22,24,46
業平四丁目,30,35,39,74
業平五丁目,19,18,22,40
向島一丁目,29,29,22,51
向島二丁目,31,33,28,61
向島三丁目,56,37,53,90
向島四丁目,21,27,28,55
向島五丁目,47,39,54,93
東向島一丁目,29,26,34,60
東向島二丁目,44,42,58,100
東向島三丁目,49,36,48,84
東向島四丁目,49,39,60,99
東向島五丁目,37,33,50,83
東向島六丁目,43,38,51,89
堤通一丁目,44,49,43,92
堤通二丁目,65,75,148,223
墨田一丁目,24,38,52,90
墨田二丁目,36,41,52,93
墨田三丁目,37,41,51,92
墨田四丁目,43,38,58,96
墨田五丁目,19,16,32,48
押上一丁目,31,24,35,59
押上二丁目,53,44,57,101
押上三丁目,49,53,62,115
京島一丁目,64,63,99,162
京島二丁目,21,27,22,49
京島三丁目,31,36,49,85
文花一丁目,62,91,139,230
文花二丁目,46,31,59,90
文花三丁目,24,24,42,66
八広一丁目,25,24,42,66
八広二丁目,39,41,60,101
八広三丁目,21,25,46,71
八広四丁目,47,31,70,101
八広五丁目,37,32,56,88
八広六丁目,34,37,49,86
立花一丁目,241,219,258,477
立花二丁目,68,44,42,86
立花三丁目,55,59,63,122
立花四丁目,57,57,97,154
立花五丁目,86,100,110,210
立花六丁目,40,30,62,92
東墨田一丁目,14,15,3,18
東墨田二丁目,33,38,29,67
東墨田三丁目,23,26,15,41
9,80
横川LD001": 63242, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 17.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ荳我ｸ∫岼", "SAFIELD007": 9, "SAFIELD008": "蝠�･ｭ蝨ｰ蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72977253331771, 35.62553735701141 ], [ 139.72988977321114, 35.625627595703001 ], [ 139.72990863341954, 35.625641853694447 ] ] } },
