町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,143,82,100,182
両国二丁目,123,83,94,177
両国三丁目,49,41,39,80
両国四丁目,132,74,95,169
千歳一丁目,42,30,27,57
千歳二丁目,43,30,27,57
千歳三丁目,47,38,48,86
緑一丁目,100,65,70,135
緑二丁目,73,56,62,118
緑三丁目,113,96,88,184
緑四丁目,223,146,198,344
立川一丁目,32,18,24,42
立川二丁目,44,34,24,58
立川三丁目,17,15,18,33
立川四丁目,47,34,41,75
菊川一丁目,36,22,35,57
菊川二丁目,54,38,41,79
菊川三丁目,99,77,77,154
江東橋一丁目,114,71,134,205
江東橋二丁目,183,137,176,313
江東橋三丁目,126,84,95,179
江東橋四丁目,350,219,374,593
江東橋五丁目,68,46,78,124
横網一丁目,14,14,8,22
横網二丁目,45,34,26,60
亀沢一丁目,54,38,47,85
亀沢二丁目,59,39,58,97
亀沢三丁目,55,49,50,99
亀沢四丁目,96,56,101,157
石原一丁目,90,65,75,140
石原二丁目,52,38,40,78
石原三丁目,67,54,43,97
石原四丁目,72,52,75,127
本所一丁目,54,44,53,97
本所二丁目,20,18,24,42
本所三丁目,63,32,59,91
本所四丁目,45,32,43,75
東駒形一丁目,49,40,26,66
東駒形二丁目,28,26,17,43
東駒形三丁目,32,20,23,43
東駒形四丁目,27,30,36,66
吾妻橋一丁目,61,53,50,103
吾妻橋二丁目,30,15,33,48
吾妻橋三丁目,23,16,30,46
錦糸一丁目,134,84,140,224
錦糸二丁目,95,73,81,154
錦糸三丁目,75,51,82,133
錦糸四丁目,115,79,127,206
太平一丁目,154,116,158,274
太平二丁目,94,61,91,152
太平三丁目,93,65,91,156
太平四丁目,176,136,204,340
横川一丁目,27,32,31,63
横川二丁目,46,37,31,68
横川三丁目,42,33,49,82
横川四丁目,81,48,62,110
横川五丁目,57,71,113,184
業平一丁目,40,37,33,70
業平二丁目,32,29,27,56
業平三丁目,20,14,18,32
業平四丁目,44,38,55,93
業平五丁目,23,21,22,43
向島一丁目,45,38,38,76
向島二丁目,42,30,37,67
向島三丁目,77,40,73,113
向島四丁目,34,38,31,69
向島五丁目,65,57,59,116
東向島一丁目,37,36,34,70
東向島二丁目,47,43,63,106
東向島三丁目,58,38,60,98
東向島四丁目,43,35,54,89
東向島五丁目,39,32,53,85
東向島六丁目,49,44,54,98
堤通一丁目,33,43,42,85
堤通二丁目,73,95,152,247
墨田一丁目,53,48,84,132
墨田二丁目,34,41,47,88
墨田三丁目,63,37,76,113
墨田四丁目,53,47,67,114
墨田五丁目,32,16,45,61
押上一丁目,30,29,28,57
押上二丁目,57,43,53,96
押上三丁目,67,61,83,144
京島一丁目,68,65,105,170
京島二丁目,15,14,15,29
京島三丁目,33,31,51,82
文花一丁目,71,85,155,240
文花二丁目,72,44,71,115
文花三丁目,22,22,29,51
八広一丁目,29,31,39,70
八広二丁目,44,47,54,101
八広三丁目,42,47,53,100
八広四丁目,39,28,67,95
八広五丁目,48,44,52,96
八広六丁目,44,39,59,98
立花一丁目,349,326,359,685
立花二丁目,86,59,50,109
立花三丁目,104,75,111,186
立花四丁目,68,63,106,169
立花五丁目,113,123,117,240
立花六丁目,64,46,67,113
東墨田一丁目,17,18,2,20
東墨田二丁目,34,45,27,72
東墨田三丁目,26,21,20,41
八広三丁目,42LD004": 21.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ莠御ｸ∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 125, "SAFIELD010": 1 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72824951865863, 35.623791958393326 ], [ 139.72817609998398, 35.623794778749719 ], [ 139.72801347400014, 35.623801667459134 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 63938, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 63938, "SAFIELD001": 63966, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 3.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ莠御ｸ∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 125, "SAFIELD010": 1 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72773337891476, 35.623812419116099 ], [ 139.7277101681114, 35.623833040370222 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 63939, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 63939, "SAFIELD001": 63967, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 32.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ莠御ｸ∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 125, "SAFIELD010": 1 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72883726095759, 35.623891531255673 ], [ 139.72883500392601, 35.623844387126844 ], [ 139.72883125503529, 35.62375595850142 ], [ 139.72882816364842, 35.623756136095935 ], [ 139.72866840392371, 35.623766273143623 ], [ 139.72864422516659, 35.623767423930062 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 63940, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 63940, "SAFIELD001": 63968, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 14.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ莠御ｸ∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 125, "SAFIELD010": 1 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72864422516659, 35.623767423930062 ], [ 139.72848546357088, 35.623774046220589 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 63941, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 63941, "SAFIELD001": 63969, "SAFIELD002": 8, "SAFIELD003": "蝪�", "SAFIELD004": 2.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "譚ｱ莠泌渚逕ｰ莠御ｸ∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 121, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72888958475247, 35.62499910206121 ], [ 139.72888926246137, 35.624992251295495 ], [ 139.7288886160037, 35.624979991970072 ] ] } },
