町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,143,84,99,183
両国二丁目,118,72,100,172
両国三丁目,54,43,45,88
両国四丁目,118,57,95,152
千歳一丁目,29,23,22,45
千歳二丁目,28,18,22,40
千歳三丁目,41,37,42,79
緑一丁目,107,75,71,146
緑二丁目,72,49,67,116
緑三丁目,84,68,86,154
緑四丁目,215,133,218,351
立川一丁目,34,17,30,47
立川二丁目,36,29,19,48
立川三丁目,14,15,15,30
立川四丁目,33,26,30,56
菊川一丁目,34,21,33,54
菊川二丁目,38,24,34,58
菊川三丁目,78,58,76,134
江東橋一丁目,108,73,128,201
江東橋二丁目,183,137,166,303
江東橋三丁目,106,76,90,166
江東橋四丁目,346,222,377,599
江東橋五丁目,57,47,77,124
横網一丁目,9,9,4,13
横網二丁目,50,34,30,64
亀沢一丁目,45,29,48,77
亀沢二丁目,26,31,28,59
亀沢三丁目,49,40,45,85
亀沢四丁目,89,51,93,144
石原一丁目,100,79,70,149
石原二丁目,50,42,31,73
石原三丁目,67,53,42,95
石原四丁目,58,48,62,110
本所一丁目,60,49,58,107
本所二丁目,22,19,29,48
本所三丁目,58,33,56,89
本所四丁目,49,30,50,80
東駒形一丁目,51,37,34,71
東駒形二丁目,38,32,23,55
東駒形三丁目,28,16,23,39
東駒形四丁目,26,29,35,64
吾妻橋一丁目,50,39,47,86
吾妻橋二丁目,22,12,23,35
吾妻橋三丁目,24,16,32,48
錦糸一丁目,149,103,135,238
錦糸二丁目,86,64,72,136
錦糸三丁目,77,54,82,136
錦糸四丁目,109,82,123,205
太平一丁目,157,123,144,267
太平二丁目,96,59,99,158
太平三丁目,76,59,71,130
太平四丁目,153,121,185,306
横川一丁目,27,34,33,67
横川二丁目,42,33,36,69
横川三丁目,45,35,49,84
横川四丁目,81,56,56,112
横川五丁目,48,62,99,161
業平一丁目,31,29,24,53
業平二丁目,24,20,28,48
業平三丁目,21,14,20,34
業平四丁目,48,42,57,99
業平五丁目,24,21,23,44
向島一丁目,43,37,31,68
向島二丁目,36,31,30,61
向島三丁目,66,34,68,102
向島四丁目,26,30,33,63
向島五丁目,59,54,57,111
東向島一丁目,32,30,31,61
東向島二丁目,51,41,70,111
東向島三丁目,57,45,53,98
東向島四丁目,53,40,54,94
東向島五丁目,39,36,50,86
東向島六丁目,46,38,52,90
堤通一丁目,41,44,47,91
堤通二丁目,72,88,150,238
墨田一丁目,39,46,70,116
墨田二丁目,33,40,50,90
墨田三丁目,45,33,63,96
墨田四丁目,53,49,65,114
墨田五丁目,28,15,41,56
押上一丁目,32,26,33,59
押上二丁目,54,39,56,95
押上三丁目,56,56,80,136
京島一丁目,65,65,108,173
京島二丁目,17,18,17,35
京島三丁目,31,33,45,78
文花一丁目,74,89,158,247
文花二丁目,57,34,63,97
文花三丁目,25,26,33,59
八広一丁目,28,27,42,69
八広二丁目,50,51,63,114
八広三丁目,39,45,49,94
八広四丁目,41,33,65,98
八広五丁目,43,38,51,89
八広六丁目,37,39,51,90
立花一丁目,319,295,330,625
立花二丁目,54,39,36,75
立花三丁目,77,66,80,146
立花四丁目,67,55,118,173
立花五丁目,98,110,114,224
立花六丁目,56,41,65,106
東墨田一丁目,26,27,2,29
東墨田二丁目,32,44,25,69
東墨田三丁目,32,32,14,46
立花四丁目,6SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72364353861485, 35.616873003122187 ], [ 139.7235650362779, 35.616884559444237 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42189, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42189, "SAFIELD001": 42206, "SAFIELD002": 7, "SAFIELD003": "縺昴�莉�", "SAFIELD004": 3.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.7235650362779, 35.616884559444237 ], [ 139.72352860057086, 35.616889934530484 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42190, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42190, "SAFIELD001": 42207, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 3.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72352860057086, 35.616889934530484 ], [ 139.72352341130969, 35.616890650906008 ], [ 139.72350022509335, 35.616893964881996 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42191, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42191, "SAFIELD001": 42208, "SAFIELD002": 1, "SAFIELD003": "逕溷椒", "SAFIELD004": 12.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72350022509335, 35.616893964881996 ], [ 139.72337137577119, 35.616912505944057 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42192, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42192, "SAFIELD001": 42209, "SAFIELD002": 2, "SAFIELD003": "讀崎ｾｼ縺ｿ", "SAFIELD004": 6.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72337137577119, 35.616912505944057 ], [ 139.7233022586345, 35.616922448173959 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42193, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42193, "SAFIELD001": 42210, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 9.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 131, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.7233022586345, 35.616922448173959 ], [ 139.7232196713172, 35.616934361092682 ], [ 139.72320907188225, 35.616935883753044 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 42194, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 42194, "SAFIELD001": 42211, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 6.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "隘ｿ蜩∝ｷ昜ｸ我ｸ∫岼", "SAFIELD007": 5, "SAFIELD008": "隨ｬ荳�遞ｮ菴丞ｱ�慍蝓�", "SAFIELD009": 123, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72336202849996, 35.616886357365843 ], [ 139.72336401586918, 35.616886088765433 ], [ 139.72342573543619, 35.616877221409432 ] ] } },
