一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(ｍ),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
415,立川市柴崎町1-17,35.692822,139.405746,JGD2011,都道29号線立川青梅線（旧奥多摩街道）,a,2009-11-05,2009-11-06,4,2,1.0 ,1.2 ,68,60
416,立川市幸町3-3,35.718521,139.430435,JGD2011,都道16号線立川所沢線（立川通り）,b,2009-10-15,2009-10-16,4,2,2.0 ,1.2 ,69,67
417,立川市幸町4-3,35.723442,139.426300,JGD2011,都道7号線杉並あきる野線（五日市街道）,b,2009-10-28,2009-10-29,4,2,2.0 ,1.2 ,69,66
418,立川市高松町2-26,35.704899,139.418930,JGD2011,都道16号線立川所沢線（高松大通り）,c,2009-10-13,2009-10-14,4,2,3.0 ,1.2 ,71,69
419,立川市幸町5-83,35.725845,139.418884,JGD2011,都道43号線立川東大和線（芋窪街道）,c,2009-10-20,2009-10-21,4,4,3.0 ,1.2 ,70,65
420,立川市錦町3-2,35.693886,139.419327,JGD2011,都道16号線立川所沢線（立川通り）,c,2009-10-05,2009-10-06,4,4,2.0 ,1.2 ,71,70
421,立川市富士見町7-39,35.691193,139.397751,JGD2011,都道29号線立川青梅線（新奥多摩街道）,c,2009-10-19,2009-10-20,4,4,3.0 ,1.5 ,69,65
422,立川市一番町1-40,35.725170,139.382370,JGD2011,都道59号線八王子武蔵村山線（東文化通り）,c,2009-10-22,2009-10-23,4,2,2.0 ,1.2 ,67,66
423,立川市幸町1-41,35.722336,139.420364,JGD2011,杉並あきる野線,B,2009-11-30,2009-12-01,4,2,2.6 ,1.2 ,70,68
424,武蔵野市中町2-10,35.706509,139.563416,JGD2011,主地道7号杉並あきる野線（井ノ頭通り）,c,2009-11-20,2009-11-21,4,2,0.0 ,1.5 ,69,68
425,武蔵野市中町3-9,35.710838,139.565765,JGD2011,主地道7号杉並あきる野線 (五日市街道）,c,2009-11-09,2009-11-10,4,2,1.0 ,1.5 ,67,65
426,武蔵野市中町3-4,35.711681,139.564117,JGD2011,都道121号線武蔵野調布線(三鷹通り),c,2009-11-18,2009-11-19,4,2,0.0 ,1.5 ,70,65
427,武蔵野市関前1-9,35.710793,139.544022,JGD2011,主地道12号調布田無線（武蔵境通り),c,2009-11-25,2009-11-26,4,2,0.0 ,1.5 ,69,66
428,武蔵野市八幡町4-28,35.719620,139.554062,JGD2011,主地道7号杉並あきる野線,b,2009-11-26,2009-11-27,4,3,0.0 ,1.5 ,69,66
429,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道113号線杉並武蔵野線（女子大通り),a,2009-11-04,2009-11-05,4,2,1.0 ,1.5 ,67,63
430,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道114号線武蔵野狛江線(吉祥寺通り),a,2009-10-27,2009-10-28,4,3,0.0 ,1.5 ,70,68
431,武蔵野市境南町5-10,35.695648,139.537155,JGD2011,都道123号線境調布線（天文台通り),a,2009-10-29,2009-10-30,4,2,0.0 ,1.5 ,66,62
432,武蔵野市境2-4,35.706421,139.543091,JGD2011,調布田無線,C,2009-11-30,2009-12-01,4,2,2.3 ,1.2 ,69,64
