地域区分,国・地域（人）,人口
総数,総数,521500
アジア,アジア,456660
アジア,アフガニスタン,130
アジア,アラブ首長国連邦,41
アジア,ミャンマー,9719
アジア,バーレーン,4
アジア,ブータン,81
アジア,バングラデシュ,4420
アジア,ブルネイ,20
アジア,カンボジア,756
アジア,スリランカ,3101
アジア,中国,199949
アジア,台湾,18568
アジア,キプロス,14
アジア,東ティモール,5
アジア,インド,11153
アジア,インドネシア,4250
アジア,イラン,985
アジア,イラク,22
アジア,イスラエル,251
アジア,ヨルダン,24
アジア,韓国,90438
アジア,朝鮮,5380
アジア,クウェート,21
アジア,ラオス,203
アジア,レバノン,42
アジア,マレーシア,2643
アジア,モンゴル,2366
アジア,オマーン,3
アジア,モルディブ,8
アジア,ネパール,26157
アジア,パキスタン,1152
アジア,フィリピン,32089
アジア,カタール,12
アジア,サウジアラビア,301
アジア,シリア,87
アジア,シンガポール,1157
アジア,タイ,7958
アジア,トルコ,792
アジア,ベトナム,32334
アジア,イエメン,16
アジア,パレスチナ,8
ヨーロッパ,ヨーロッパ,28993
ヨーロッパ,アルバニア,19
ヨーロッパ,オーストリア,235
ヨーロッパ,ベルギー,354
ヨーロッパ,ブルガリア,146
ヨーロッパ,ベラルーシ,107
ヨーロッパ,クロアチア,47
ヨーロッパ,チェコ,106
ヨーロッパ,デンマーク,256
ヨーロッパ,エストニア,48
ヨーロッパ,フィンランド,247
ヨーロッパ,フランス,6337
ヨーロッパ,ドイツ,2835
ヨーロッパ,ギリシャ,97
ヨーロッパ,ハンガリー,188
ヨーロッパ,アイスランド,20
ヨーロッパ,アイルランド,393
ヨーロッパ,イタリア,1848
ヨーロッパ,キルギス,79
ヨーロッパ,カザフスタン,98
ヨーロッパ,リヒテンシュタイン,4
ヨーロッパ,ルクセンブルク,26
ヨーロッパ,ラトビア,33
ヨーロッパ,リトアニア,86
ヨーロッパ,モナコ,0
ヨーロッパ,マルタ,9
ヨーロッパ,モルドバ,41
ヨーロッパ,マケドニア,15
ヨーロッパ,オランダ,512
ヨーロッパ,ノルウェー,159
ヨーロッパ,ポーランド,465
ヨーロッパ,ポルトガル,218
ヨーロッパ,ルーマニア,510
ヨーロッパ,ロシア,2561
ヨーロッパ,サンマリノ,0
ヨーロッパ,スペイン,1142
ヨーロッパ,スウェーデン,864
ヨーロッパ,スイス,423
ヨーロッパ,トルクメニスタン,11
ヨーロッパ,タジキスタン,43
ヨーロッパ,英国,6107
ヨーロッパ,ウクライナ,454
ヨーロッパ,ウズベキスタン,1615
ヨーロッパ,アルメニア,15
ヨーロッパ,アゼルバイジャン,38
ヨーロッパ,アンドラ,1
ヨーロッパ,ジョージア,13
ヨーロッパ,スロベニア,24
ヨーロッパ,スロバキア,55
ヨーロッパ,ボスニア・ヘルツェゴビナ,12
ヨーロッパ,セルビア・モンテネグロ,4
ヨーロッパ,モンテネグロ,1
ヨーロッパ,セルビア,67
ヨーロッパ,コソボ共和国,5
アフリカ,アフリカ,3310
アフリカ,アルジェリア,51
アフリカ,ブルンジ,4
アフリカ,ボツワナ,8
アフリカ,カメルーン,102
アフリカ,中央アフリカ,7
アフリカ,チャド,1
アフリカ,コンゴ共和国,5
アフリカ,コンゴ民主共和国,73
アフリカ,カーボベルデ,1
アフリカ,コモロ,0
アフリカ,ベナン,24
アフリカ,ジブチ,7
アフリカ,エチオピア,167
アフリカ,赤道ギニア,0
アフリカ,エリトリア,11
アフリカ,ガボン,4
アフリカ,ガーナ,523
アフリカ,ギニア,158
アフリカ,ガンビア,15
アフリカ,ギニアビサウ,3
アフリカ,コートジボワール,30
アフリカ,ケニア,126
アフリカ,リベリア,7
アフリカ,リビア,20
アフリカ,レソト,2
アフリカ,マダガスカル,17
アフリカ,マリ,48
アフリカ,モーリタニア,4
