町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,988,758,751,1509
両国二丁目,1221,958,957,1915
両国三丁目,1296,948,953,1901
両国四丁目,1307,1035,1035,2070
千歳一丁目,989,800,834,1634
千歳二丁目,635,525,501,1026
千歳三丁目,1465,1205,1174,2379
緑一丁目,1935,1602,1549,3151
緑二丁目,1736,1605,1673,3278
緑三丁目,1632,1427,1399,2826
緑四丁目,2726,2314,2122,4436
立川一丁目,902,629,692,1321
立川二丁目,875,682,699,1381
立川三丁目,1095,852,910,1762
立川四丁目,1023,769,775,1544
菊川一丁目,1088,850,946,1796
菊川二丁目,1464,1089,1221,2310
菊川三丁目,2145,1805,1879,3684
江東橋一丁目,889,684,605,1289
江東橋二丁目,1314,1087,992,2079
江東橋三丁目,493,379,217,596
江東橋四丁目,1449,1048,975,2023
江東橋五丁目,1654,1424,1471,2895
横網一丁目,129,148,145,293
横網二丁目,671,560,562,1122
亀沢一丁目,1203,990,1023,2013
亀沢二丁目,993,853,977,1830
亀沢三丁目,1105,1081,1033,2114
亀沢四丁目,1506,1343,1294,2637
石原一丁目,1576,1238,1288,2526
石原二丁目,1423,1224,1245,2469
石原三丁目,1667,1479,1342,2821
石原四丁目,1575,1437,1416,2853
本所一丁目,1671,1453,1502,2955
本所二丁目,910,750,810,1560
本所三丁目,1049,877,916,1793
本所四丁目,1482,1254,1228,2482
東駒形一丁目,874,662,685,1347
東駒形二丁目,807,730,739,1469
東駒形三丁目,937,749,754,1503
東駒形四丁目,1473,1174,1239,2413
吾妻橋一丁目,1299,981,1079,2060
吾妻橋二丁目,929,684,734,1418
吾妻橋三丁目,854,764,821,1585
錦糸一丁目,1303,983,895,1878
錦糸二丁目,397,305,246,551
錦糸三丁目,418,341,266,607
錦糸四丁目,919,813,811,1624
太平一丁目,1849,1739,1668,3407
太平二丁目,868,708,580,1288
太平三丁目,844,668,632,1300
太平四丁目,2556,2228,2240,4468
横川一丁目,807,815,729,1544
横川二丁目,932,774,688,1462
横川三丁目,685,582,540,1122
横川四丁目,699,609,556,1165
横川五丁目,1400,1159,1492,2651
業平一丁目,1553,1367,1554,2921
業平二丁目,802,668,593,1261
業平三丁目,844,663,670,1333
業平四丁目,1221,919,959,1878
業平五丁目,1203,1072,1214,2286
向島一丁目,1401,1130,1152,2282
向島二丁目,1528,1238,1365,2603
向島三丁目,2649,2255,2256,4511
向島四丁目,1317,1225,1303,2528
向島五丁目,2559,2115,2095,4210
東向島一丁目,1749,1555,1508,3063
東向島二丁目,2805,2349,2538,4887
東向島三丁目,1701,1633,1713,3346
東向島四丁目,1996,1717,1742,3459
東向島五丁目,2168,1824,1978,3802
東向島六丁目,2968,2702,2699,5401
堤通一丁目,1070,1131,1093,2224
堤通二丁目,1992,1696,2183,3879
墨田一丁目,1375,1445,1579,3024
墨田二丁目,2010,1906,1894,3800
墨田三丁目,1971,1783,1758,3541
墨田四丁目,2415,2296,2358,4654
墨田五丁目,1524,1364,1357,2721
押上一丁目,1332,1048,1134,2182
押上二丁目,1947,1712,1832,3544
押上三丁目,2277,2129,2117,4246
京島一丁目,3556,3334,3638,6972
京島二丁目,970,931,820,1751
京島三丁目,2268,2111,1994,4105
文花一丁目,2892,2419,2869,5288
文花二丁目,1252,1104,1164,2268
文花三丁目,1193,1309,1297,2606
八広一丁目,1894,1753,1638,3391
八広二丁目,2236,2162,2046,4208
八広三丁目,1866,1786,1705,3491
八広四丁目,2406,2294,2179,4473
八広五丁目,1579,1408,1439,2847
八広六丁目,2081,2030,1940,3970
立花一丁目,3020,2603,2773,5376
