町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,891,692,690,1382
両国二丁目,1218,968,985,1953
両国三丁目,1252,918,976,1894
両国四丁目,1210,989,959,1948
千歳一丁目,943,778,827,1605
千歳二丁目,604,535,474,1009
千歳三丁目,1415,1200,1145,2345
緑一丁目,1800,1539,1437,2976
緑二丁目,1716,1596,1667,3263
緑三丁目,1609,1396,1375,2771
緑四丁目,2634,2263,2089,4352
立川一丁目,853,620,673,1293
立川二丁目,852,691,669,1360
立川三丁目,1067,849,893,1742
立川四丁目,1002,763,778,1541
菊川一丁目,1006,829,891,1720
菊川二丁目,1455,1073,1224,2297
菊川三丁目,2159,1833,1891,3724
江東橋一丁目,854,666,604,1270
江東橋二丁目,1278,1080,962,2042
江東橋三丁目,512,385,232,617
江東橋四丁目,1475,1088,971,2059
江東橋五丁目,1604,1432,1422,2854
横網一丁目,136,156,142,298
横網二丁目,662,562,576,1138
亀沢一丁目,1185,996,1014,2010
亀沢二丁目,997,855,986,1841
亀沢三丁目,1015,1045,1001,2046
亀沢四丁目,1426,1306,1224,2530
石原一丁目,1519,1200,1260,2460
石原二丁目,1409,1241,1240,2481
石原三丁目,1680,1495,1382,2877
石原四丁目,1487,1357,1310,2667
本所一丁目,1582,1428,1401,2829
本所二丁目,908,770,829,1599
本所三丁目,974,866,855,1721
本所四丁目,1387,1226,1171,2397
東駒形一丁目,824,641,659,1300
東駒形二丁目,838,739,754,1493
東駒形三丁目,902,748,734,1482
東駒形四丁目,1440,1169,1230,2399
吾妻橋一丁目,1289,993,1081,2074
吾妻橋二丁目,891,668,720,1388
吾妻橋三丁目,864,792,828,1620
錦糸一丁目,1308,1007,927,1934
錦糸二丁目,392,304,239,543
錦糸三丁目,421,347,284,631
錦糸四丁目,916,814,813,1627
太平一丁目,1773,1683,1640,3323
太平二丁目,846,707,567,1274
太平三丁目,779,630,581,1211
太平四丁目,2530,2244,2292,4536
横川一丁目,781,811,720,1531
横川二丁目,929,788,703,1491
横川三丁目,668,580,539,1119
横川四丁目,693,626,554,1180
横川五丁目,1393,1152,1503,2655
業平一丁目,1537,1400,1566,2966
業平二丁目,811,689,614,1303
業平三丁目,848,666,677,1343
業平四丁目,1168,887,984,1871
業平五丁目,1168,1075,1192,2267
向島一丁目,1332,1097,1088,2185
向島二丁目,1530,1262,1378,2640
向島三丁目,2583,2245,2226,4471
向島四丁目,1322,1223,1316,2539
向島五丁目,2498,2107,2073,4180
東向島一丁目,1756,1570,1517,3087
東向島二丁目,2830,2413,2559,4972
東向島三丁目,1672,1654,1701,3355
東向島四丁目,1960,1712,1742,3454
東向島五丁目,2117,1824,1953,3777
東向島六丁目,2978,2725,2737,5462
堤通一丁目,1088,1133,1072,2205
堤通二丁目,2029,1780,2248,4028
墨田一丁目,1402,1453,1594,3047
墨田二丁目,2015,1941,1901,3842
墨田三丁目,1997,1816,1803,3619
墨田四丁目,2421,2306,2382,4688
墨田五丁目,1535,1387,1374,2761
押上一丁目,1307,1011,1122,2133
押上二丁目,1971,1743,1886,3629
押上三丁目,2258,2135,2097,4232
京島一丁目,3563,3345,3603,6948
京島二丁目,971,932,842,1774
京島三丁目,2283,2099,2022,4121
文花一丁目,2931,2484,2944,5428
文花二丁目,1248,1115,1161,2276
文花三丁目,1189,1332,1295,2627
八広一丁目,1809,1705,1604,3309
八広二丁目,2110,2082,2011,4093
八広三丁目,1817,1806,1658,3464
八広四丁目,2232,2176,2123,4299
八広五丁目,1589,1427,1462,2889
八広六丁目,2065,2018,1927,3945
立花一丁目,3097,2691,2884,5575
立花二丁目,852,784,767,1551
立花三丁目,1535,1395,1423,2818
立花四丁目,1819,1801,1719,3520
立花五丁目,1870,2072,2037,4109
立花六丁目,1129,1072,1169,2241
東墨田一丁目,62,67,61,128
東墨田二丁目,702,649,610,1259
東墨田三丁目,376,402,372,774
京島三丁目,87179220071 ], [ 139.73073250469153, 35.62023761263157 ], [ 139.73090946961557, 35.620147895562702 ], [ 139.73100536441254, 35.620090378829289 ], [ 139.73109850715846, 35.620026640157974 ] ] } },
