町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,868,670,682,1352
両国二丁目,1239,1000,991,1991
両国三丁目,1213,885,962,1847
両国四丁目,1170,927,904,1831
千歳一丁目,962,804,831,1635
千歳二丁目,578,504,467,971
千歳三丁目,1390,1161,1156,2317
緑一丁目,1718,1479,1366,2845
緑二丁目,1721,1585,1667,3252
緑三丁目,1480,1329,1264,2593
緑四丁目,2531,2188,2017,4205
立川一丁目,860,616,678,1294
立川二丁目,844,679,668,1347
立川三丁目,997,806,825,1631
立川四丁目,983,753,748,1501
菊川一丁目,944,800,861,1661
菊川二丁目,1403,1054,1196,2250
菊川三丁目,2148,1812,1904,3716
江東橋一丁目,848,662,601,1263
江東橋二丁目,1259,1060,966,2026
江東橋三丁目,499,368,227,595
江東橋四丁目,1457,1084,963,2047
江東橋五丁目,1629,1472,1463,2935
横網一丁目,129,150,139,289
横網二丁目,664,573,568,1141
亀沢一丁目,1174,1003,1022,2025
亀沢二丁目,975,837,977,1814
亀沢三丁目,992,1038,970,2008
亀沢四丁目,1408,1263,1212,2475
石原一丁目,1476,1181,1217,2398
石原二丁目,1409,1252,1237,2489
石原三丁目,1680,1526,1352,2878
石原四丁目,1416,1299,1245,2544
本所一丁目,1582,1441,1418,2859
本所二丁目,890,777,823,1600
本所三丁目,976,885,859,1744
本所四丁目,1341,1221,1133,2354
東駒形一丁目,782,618,618,1236
東駒形二丁目,817,737,742,1479
東駒形三丁目,894,741,738,1479
東駒形四丁目,1405,1159,1211,2370
吾妻橋一丁目,1282,961,1085,2046
吾妻橋二丁目,897,672,721,1393
吾妻橋三丁目,852,774,825,1599
錦糸一丁目,1269,967,915,1882
錦糸二丁目,373,298,226,524
錦糸三丁目,412,335,270,605
錦糸四丁目,918,822,816,1638
太平一丁目,1723,1637,1603,3240
太平二丁目,856,727,576,1303
太平三丁目,788,631,606,1237
太平四丁目,2515,2240,2282,4522
横川一丁目,780,824,717,1541
横川二丁目,894,760,676,1436
横川三丁目,627,542,511,1053
横川四丁目,687,626,555,1181
横川五丁目,1393,1191,1514,2705
業平一丁目,1499,1402,1541,2943
業平二丁目,786,678,618,1296
業平三丁目,841,666,667,1333
業平四丁目,1145,880,974,1854
業平五丁目,1134,1060,1157,2217
向島一丁目,1291,1049,1062,2111
向島二丁目,1538,1277,1385,2662
向島三丁目,2486,2183,2161,4344
向島四丁目,1316,1250,1302,2552
向島五丁目,2518,2146,2069,4215
東向島一丁目,1650,1515,1450,2965
東向島二丁目,2821,2400,2544,4944
東向島三丁目,1603,1627,1652,3279
東向島四丁目,1903,1684,1747,3431
東向島五丁目,2110,1818,1968,3786
東向島六丁目,2919,2664,2687,5351
堤通一丁目,1149,1159,1112,2271
堤通二丁目,2018,1801,2228,4029
墨田一丁目,1407,1472,1604,3076
墨田二丁目,1970,1901,1921,3822
墨田三丁目,1978,1816,1781,3597
墨田四丁目,2405,2306,2377,4683
墨田五丁目,1543,1407,1392,2799
押上一丁目,1318,1031,1132,2163
押上二丁目,1972,1757,1919,3676
押上三丁目,2242,2138,2077,4215
京島一丁目,3559,3336,3590,6926
京島二丁目,973,928,837,1765
京島三丁目,2295,2131,2008,4139
文花一丁目,2915,2498,2968,5466
文花二丁目,1242,1123,1169,2292
文花三丁目,1186,1349,1310,2659
八広一丁目,1807,1696,1618,3314
八広二丁目,2081,2049,2013,4062
八広三丁目,1831,1813,1672,3485
八広四丁目,2128,2113,2073,4186
八広五丁目,1547,1414,1440,2854
八広六丁目,2058,2030,1915,3945
立花一丁目,3099,2735,2913,5648
立花二丁目,810,730,717,1447
立花三丁目,1527,1408,1413,2821
立花四丁目,1805,1795,1716,3511
立花五丁目,1778,2007,1966,3973
立花六丁目,1118,1078,1180,2258
東墨田一丁目,63,71,57,128
東墨田二丁目,702,660,609,1269
東墨田三丁目,378,412,380,792
文花三丁目,15621969 ], [ 139.72595403741749, 35.6212065789287 ], [ 139.72587297955045, 35.621227508820461 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 53522, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 53522, "SAFIELD001": 53546, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 9.0, "SAFIELD005": "螟ｧ蟠主慍蛹ｺ", "SAFIELD006": "螟ｧ蟠惹ｺ比ｸ∫岼", "SAFIELD007": 9, "SAFIELD008": "蝠�･ｭ蝨ｰ蝓�", "SAFIELD009": 121, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.72587297955045, 35.621227508820461 ], [ 139.72583057322558, 35.621238467829897 ], [ 139.7258510538334, 35.621277966559916 ] ] } },
