町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,979,747,749,1496
両国二丁目,1225,958,964,1922
両国三丁目,1296,952,945,1897
両国四丁目,1312,1037,1029,2066
千歳一丁目,981,794,833,1627
千歳二丁目,630,525,499,1024
千歳三丁目,1468,1214,1172,2386
緑一丁目,1948,1612,1557,3169
緑二丁目,1738,1599,1677,3276
緑三丁目,1634,1428,1397,2825
緑四丁目,2733,2317,2132,4449
立川一丁目,905,632,696,1328
立川二丁目,878,685,702,1387
立川三丁目,1079,838,902,1740
立川四丁目,1021,768,773,1541
菊川一丁目,1096,855,954,1809
菊川二丁目,1460,1086,1221,2307
菊川三丁目,2145,1805,1887,3692
江東橋一丁目,894,685,609,1294
江東橋二丁目,1308,1076,989,2065
江東橋三丁目,489,375,215,590
江東橋四丁目,1408,1027,952,1979
江東橋五丁目,1655,1423,1471,2894
横網一丁目,129,148,146,294
横網二丁目,666,558,551,1109
亀沢一丁目,1197,990,1015,2005
亀沢二丁目,998,854,983,1837
亀沢三丁目,1101,1080,1036,2116
亀沢四丁目,1500,1340,1292,2632
石原一丁目,1584,1242,1293,2535
石原二丁目,1417,1220,1237,2457
石原三丁目,1676,1486,1350,2836
石原四丁目,1580,1441,1425,2866
本所一丁目,1674,1454,1498,2952
本所二丁目,906,743,811,1554
本所三丁目,1048,874,918,1792
本所四丁目,1484,1260,1232,2492
東駒形一丁目,871,661,682,1343
東駒形二丁目,812,730,743,1473
東駒形三丁目,934,750,753,1503
東駒形四丁目,1472,1173,1237,2410
吾妻橋一丁目,1303,985,1081,2066
吾妻橋二丁目,925,685,732,1417
吾妻橋三丁目,853,768,820,1588
錦糸一丁目,1298,980,893,1873
錦糸二丁目,398,306,250,556
錦糸三丁目,413,338,263,601
錦糸四丁目,923,815,808,1623
太平一丁目,1838,1731,1660,3391
太平二丁目,868,706,581,1287
太平三丁目,858,680,634,1314
太平四丁目,2558,2232,2248,4480
横川一丁目,803,815,727,1542
横川二丁目,933,784,689,1473
横川三丁目,683,584,542,1126
横川四丁目,703,614,555,1169
横川五丁目,1396,1155,1495,2650
業平一丁目,1553,1373,1558,2931
業平二丁目,796,663,594,1257
業平三丁目,846,663,670,1333
業平四丁目,1225,925,960,1885
業平五丁目,1192,1064,1209,2273
向島一丁目,1403,1134,1151,2285
向島二丁目,1526,1238,1366,2604
向島三丁目,2669,2276,2275,4551
向島四丁目,1322,1229,1302,2531
向島五丁目,2557,2117,2096,4213
東向島一丁目,1761,1562,1517,3079
東向島二丁目,2797,2343,2547,4890
東向島三丁目,1697,1632,1709,3341
東向島四丁目,1980,1707,1735,3442
東向島五丁目,2176,1831,1988,3819
東向島六丁目,2980,2711,2707,5418
堤通一丁目,1069,1125,1086,2211
堤通二丁目,1990,1701,2181,3882
墨田一丁目,1375,1445,1579,3024
墨田二丁目,2019,1913,1901,3814
墨田三丁目,1974,1780,1764,3544
墨田四丁目,2408,2292,2355,4647
墨田五丁目,1523,1364,1358,2722
押上一丁目,1306,1025,1125,2150
押上二丁目,1941,1709,1834,3543
押上三丁目,2284,2135,2120,4255
京島一丁目,3571,3354,3654,7008
京島二丁目,963,924,815,1739
京島三丁目,2266,2114,1994,4108
文花一丁目,2899,2424,2881,5305
文花二丁目,1253,1107,1159,2266
文花三丁目,1208,1320,1297,2617
八広一丁目,1891,1751,1634,3385
八広二丁目,2222,2144,2041,4185
八広三丁目,1863,1782,1700,3482
八広四丁目,2400,2292,2179,4471
八広五丁目,1587,1410,1442,2852
八広六丁目,2080,2030,1944,3974
立花一丁目,3017,2608,2772,5380
立花二丁目,828,759,754,1513
立花三丁目,1595,1429,1412,2841
立花四丁目,1835,1767,1715,3482
立花五丁目,1926,2118,2090,4208
立花六丁目,1145,1060,1178,2238
東墨田一丁目,62,66,61,127
東墨田二丁目,772,689,655,1344
東墨田三丁目,372,390,379,769
襷ﾀ軈�ｬ丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,977,745,749,1494
両国二丁目,1227,962,965,1927
両国三丁目,1286,941,941,1882
両国四丁目,1309,1033,1026,2059
千歳一丁目,971,793,829,1622
千歳二丁目,628,521,502,1023
千歳三丁目,1468,1213,1169,2382
緑一丁目,1948,1612,1549,3161
緑二丁目,1730,1590,1666,3256
緑三丁目,1621,1413,1394,2807
緑四丁目,2728,2318,2123,4441
立川一丁目,902,637,694,1331
立川二丁目,873,685,695,1380
立川三丁目,1081,840,902,1742
立川四丁目,1030,770,784,1554
菊川一丁目,1092,849,952,1801
菊川二丁目,1458,1091,1222,2313
菊川三丁目,2153,1812,1889,3701
江東橋一丁目,904,693,611,1304
江東橋二丁目,1300,1069,984,2053
江東橋三丁目,488,377,212,589
江東橋四丁目,1399,1026,953,1979
江東橋五丁目,1666,1438,1473,2911
横網一丁目,132,154,145,299
横網二丁目,668,561,552,1113
亀沢一丁目,1196,997,1016,2013
亀沢二丁目,998,858,983,1841
亀沢三丁目,1101,1078,1042,2120
亀沢四丁目,1488,1328,1288,2616
石原一丁目,1584,1247,1287,2534
石原二丁目,1428,1231,1244,2475
石原三丁目,1689,1498,1363,2861
石原四丁目,1582,1441,1424,2865
本所一丁目,1661,1453,1483,2936
本所二丁目,913,746,816,1562
本所三丁目,1047,873,918,1791
本所四丁目,1484,1258,1228,2486
東駒形一丁目,862,659,680,1339
東駒形二丁目,813,725,746,1471
東駒形三丁目,929,749,751,1500
東駒形四丁目,1472,1175,1235,2410
吾妻橋一丁目,1299,982,1079,2061
吾妻橋二丁目,925,686,735,1421
吾妻橋三丁目,856,773,820,1593
錦糸一丁目,1290,974,894,1868
錦糸二丁目,400,307,252,559
錦糸三丁目,409,339,260,599
錦糸四丁目,926,817,810,1627
太平一丁目,1821,1719,1655,3374
太平二丁目,873,710,583,1293
太平三丁目,858,680,633,1313
太平四丁目,2552,2225,2253,4478
横川一丁目,805,817,728,1545
横川二丁目,934,787,687,1474
横川三丁目,683,583,539,1122
横川四丁目,713,625,562,1187
横川五丁目,1395,1154,1492,2646
業平一丁目,1549,1373,1557,2930
業平二丁目,807,672,591,1263
業平三丁目,848,659,674,1333
業平四丁目,1218,916,966,1882
業平五丁目,1187,1063,1203,2266
向島一丁目,1411,1141,1159,2300
向島二丁目,1536,1246,1375,2621
向島三丁目,2669,2285,2275,4560
向島四丁目,1327,1236,1307,2543
向島五丁目,2556,2111,2096,4207
東向島一丁目,1751,1554,1511,3065
東向島二丁目,2807,2358,2560,4918
東向島三丁目,1685,1620,1709,3329
東向島四丁目,1971,1700,1724,3424
東向島五丁目,2178,1831,1994,3825
東向島六丁目,2963,2701,2698,5399
堤通一丁目,1072,1126,1085,2211
堤通二丁目,2001,1713,2193,3906
墨田一丁目,1374,1447,1578,3025
墨田二丁目,2017,1915,1904,3819
墨田三丁目,1972,1780,1768,3548
墨田四丁目,2400,2287,2345,4632
墨田五丁目,1526,1368,1360,2728
押上一丁目,1306,1023,1123,2146
押上二丁目,1952,1723,1847,3570
押上三丁目,2291,2133,2120,4253
京島一丁目,3562,3344,3645,6989
京島二丁目,971,924,823,1747
京島三丁目,2259,2106,1992,4098
文花一丁目,2899,2429,2884,5313
文花二丁目,1264,1118,1168,2286
文花三丁目,1206,1316,1293,2609
八広一丁目,1883,1746,1627,3373
八広二丁目,2218,2145,2045,4190
八広三丁目,1862,1786,1696,3482
八広四丁目,2382,2277,2167,4444
八広五丁目,1588,1409,1445,2854
八広六丁目,2085,2033,1947,3980
立花一丁目,3027,2610,2774,5384
立花二丁目,828,761,753,1514
立花三丁目,1597,1439,1417,2856
立花四丁目,1835,1768,1719,3487
立花五丁目,1928,2126,2089,4215
立花六丁目,1148,1063,1182,2245
東墨田一丁目,62,66,61,127
東墨田二丁目,771,691,655,1346
東墨田三丁目,371,389,378,767
]9臾ｾ-�ｨ7ｿ�_ﾋﾙﾞWﾞ櫚ｽｽ~ｻc�ﾒf|<ﾎ>"�?ｾ枹ﾏｵ�>k�jｱ8ｷ(鍈�#懌	E誨?'N轆ﾈaｻR炫9棺ﾙ
