地域区分,国・地域（人）,人口
総数,総数,408284
アジア,アジア,341174
アジア,アフガニスタン,105
アジア,アラブ首長国連邦,21
アジア,ミャンマー,4680
アジア,バーレーン,3
アジア,ブータン,12
アジア,バングラデシュ,3476
アジア,ブルネイ,6
アジア,カンボジア,230
アジア,スリランカ,1294
アジア,中国,145320
アジア,キプロス,12
アジア,インド,9418
アジア,インドネシア,2819
アジア,イラン,1303
アジア,イラク,42
アジア,イスラエル,369
アジア,ヨルダン,29
アジア,韓国・朝鮮,117567
アジア,クウェート,12
アジア,ラオス,259
アジア,レバノン,52
アジア,マレーシア,2373
アジア,モンゴル,1020
アジア,オマーン,2
アジア,モルディブ,9
アジア,ネパール,5083
アジア,パキスタン,1427
アジア,フィリピン,31974
アジア,カタール,25
アジア,サウジアラビア,177
アジア,シリア,55
アジア,シンガポール,1232
アジア,タイ,6907
アジア,東ティモール,1
アジア,トルコ,594
アジア,ベトナム,3246
アジア,イエメン,14
アジア,パレスチナ,6
ヨーロッパ,ヨーロッパ,26568
ヨーロッパ,アルバニア,9
ヨーロッパ,オーストリア,277
ヨーロッパ,ベルギー,334
ヨーロッパ,ブルガリア,162
ヨーロッパ,ベラルーシ,102
ヨーロッパ,クロアチア,40
ヨーロッパ,チェコ,90
ヨーロッパ,デンマーク,245
ヨーロッパ,エストニア,40
ヨーロッパ,フィンランド,270
ヨーロッパ,フランス,5969
ヨーロッパ,ドイツ,2818
ヨーロッパ,ギリシャ,86
ヨーロッパ,ハンガリー,175
ヨーロッパ,アイスランド,32
ヨーロッパ,アイルランド,472
ヨーロッパ,イタリア,1202
ヨーロッパ,キルギス,44
ヨーロッパ,カザフスタン,53
ヨーロッパ,リヒテンシュタイン,5
ヨーロッパ,ルクセンブルク,11
ヨーロッパ,ラトビア,21
ヨーロッパ,リトアニア,69
ヨーロッパ,マルタ,15
ヨーロッパ,モルドバ,30
ヨーロッパ,マケドニア,18
ヨーロッパ,オランダ,493
ヨーロッパ,ノルウェー,124
ヨーロッパ,ポーランド,257
ヨーロッパ,ポルトガル,138
ヨーロッパ,ルーマニア,603
ヨーロッパ,ロシア,2078
ヨーロッパ,スペイン,661
ヨーロッパ,スウェーデン,873
ヨーロッパ,スイス,494
ヨーロッパ,トルクメニスタン,4
ヨーロッパ,タジキスタン,8
ヨーロッパ,英国,7482
ヨーロッパ,ウクライナ,332
ヨーロッパ,ウズベキスタン,252
ヨーロッパ,アルメニア,20
ヨーロッパ,アゼルバイジャン,7
ヨーロッパ,グルジア,10
ヨーロッパ,スロベニア,16
ヨーロッパ,スロバキア,67
ヨーロッパ,ボスニア・ヘルツェゴビナ,11
ヨーロッパ,※セルビア・モンテネグロ,49
アフリカ,アフリカ,2987
アフリカ,アルジェリア,29
アフリカ,ブルンジ,4
アフリカ,ボツワナ,1
アフリカ,カメルーン,76
アフリカ,中央アフリカ,1
アフリカ,コンゴ共和国,2
アフリカ,コンゴ民主共和国,72
アフリカ,ベナン,17
アフリカ,エチオピア,125
アフリカ,エリトリア,4
アフリカ,ガボン,5
アフリカ,ガーナ,567
アフリカ,ギニア,136
アフリカ,ガンビア,7
アフリカ,コートジボアール,33
アフリカ,ケニア,108
アフリカ,リベリア,11
アフリカ,リビア,9
アフリカ,レソト,45
アフリカ,マダガスカル,20
アフリカ,マリ,37
アフリカ,モーリタニア,1
アフリカ,モロッコ,138
アフリカ,マラウイ,8
アフリカ,モーリシャス,24
アフリカ,モザンビーク,3
アフリカ,ニジェール,1
アフリカ,ナイジェリア,624
アフリカ,ナミビア,1
アフリカ,ルワンダ,4
アフリカ,セネガル,85
アフリカ,シエラレオネ,24
アフリカ,ソマリア,1
アフリカ,スーダン,30
アフリカ,スワジランド,1
アフリカ,セイシェル,1
アフリカ,タンザニア,46
アフリカ,トーゴ,10
アフリカ,チュニジア,129
アフリカ,ウガンダ,107
アフリカ,南アフリカ,174
アフリカ,エジプト,215
アフリカ,ブルキナファソ,4
アフリカ,ザンビア,20
アフリカ,ジンバブエ,20
アフリカ,アンゴラ,2
アフリカ,ギニアビサウ,5
北米,北米,24046
北米,バルバドス,44
北米,バハマ,84
北米,ベリーズ,4
北米,カナダ,3676
北米,コスタリカ,47
北米,キューバ,88
北米,ドミニカ共和国,74
北米,ドミニカ国,7
北米,エルサルバドル,32
北米,グアテマラ,24
北米,ハイチ,5
北米,ホンジュラス,42
北米,ジャマイカ,42
北米,メキシコ,419
北米,ニカラグア,20
北米,パナマ,16
北米,セント・ヴィンセント,1
北米,セント・クリストファー・ネイヴィース,1
北米,トリニダード・トバゴ,11
北米,米国,19408
北米,アンティグア・バーブーダ,1
南米,南米,8185
南米,アルゼンチン,312
南米,ボリビア,136
南米,ブラジル,4423
南米,チリ,152
南米,コロンビア,626
南米,エクアドル,36
南米,パラグアイ,85
南米,ペルー,2303
南米,スリナム,3
南米,ウルグアイ,25
南米,ベネズエラ,84
オセアニア,オセアニア,5110
オセアニア,オーストラリア,3999
オセアニア,フィジー,68
オセアニア,マーシャル諸島,2
