地域区分,国・地域（人）,人口
総数,総数,371375
アジア,アジア,307321
アジア,アフガニスタン,85
アジア,アラブ首長国連邦,9
アジア,ミャンマー,3573
アジア,バーレーン,3
アジア,ブータン,17
アジア,バングラデシュ,3317
アジア,ブルネイ,15
アジア,カンボジア,185
アジア,スリランカ,1407
アジア,中国,126498
アジア,キプロス,9
アジア,インド,7581
アジア,インドネシア,2599
アジア,イラン,1302
アジア,イラク,43
アジア,イスラエル,457
アジア,ヨルダン,32
アジア,韓国・朝鮮,109824
アジア,クウェート,18
アジア,ラオス,245
アジア,レバノン,33
アジア,マレーシア,2370
アジア,モンゴル,897
アジア,オマーン,7
アジア,モルディブ,12
アジア,ネパール,2773
アジア,パキスタン,1482
アジア,フィリピン,31365
アジア,カタール,36
アジア,サウジアラビア,133
アジア,シリア,40
アジア,シンガポール,1246
アジア,タイ,6404
アジア,東ティモール,6
アジア,トルコ,486
アジア,ベトナム,2806
アジア,イエメン,6
ヨーロッパ,ヨーロッパ,24436
ヨーロッパ,アルバニア,7
ヨーロッパ,オーストリア,235
ヨーロッパ,ベルギー,293
ヨーロッパ,ブルガリア,148
ヨーロッパ,ベラルーシ,97
ヨーロッパ,クロアチア,29
ヨーロッパ,チェコ,98
ヨーロッパ,デンマーク,257
ヨーロッパ,エストニア,37
ヨーロッパ,フィンランド,265
ヨーロッパ,フランス,5019
ヨーロッパ,ドイツ,2631
ヨーロッパ,ギリシャ,81
ヨーロッパ,ハンガリー,161
ヨーロッパ,アイスランド,24
ヨーロッパ,アイルランド,433
ヨーロッパ,イタリア,1004
ヨーロッパ,キルギス,36
ヨーロッパ,カザフスタン,36
ヨーロッパ,リヒテンシュタイン,3
ヨーロッパ,ルクセンブルク,7
ヨーロッパ,ラトビア,23
ヨーロッパ,リトアニア,62
ヨーロッパ,マルタ,14
ヨーロッパ,モルドバ,31
ヨーロッパ,マケドニア,12
ヨーロッパ,オランダ,466
ヨーロッパ,ノルウェー,110
ヨーロッパ,ポーランド,259
ヨーロッパ,ポルトガル,142
ヨーロッパ,ルーマニア,617
ヨーロッパ,ロシア,1921
ヨーロッパ,スペイン,576
ヨーロッパ,スウェーデン,692
ヨーロッパ,スイス,466
ヨーロッパ,トルクメニスタン,8
ヨーロッパ,タジキスタン,7
ヨーロッパ,英国,7512
ヨーロッパ,ウクライナ,303
ヨーロッパ,ウズベキスタン,171
ヨーロッパ,アルメニア,16
ヨーロッパ,アゼルバイジャン,6
ヨーロッパ,グルジア,6
ヨーロッパ,スロベニア,13
ヨーロッパ,スロバキア,53
ヨーロッパ,ボスニア・ヘルツェゴビナ,11
ヨーロッパ,※セルビア・モンテネグロ,38
アフリカ,アフリカ,2904
アフリカ,アルジェリア,38
アフリカ,ブルンジ,4
アフリカ,ボツワナ,3
アフリカ,カメルーン,53
アフリカ,中央アフリカ,1
アフリカ,チャド,3
アフリカ,コンゴ共和国,3
アフリカ,コンゴ民主共和国,65
アフリカ,ベナン,11
アフリカ,ジブチ,3
アフリカ,エチオピア,93
アフリカ,エリトリア,4
アフリカ,ガボン,5
アフリカ,ガーナ,576
アフリカ,ギニア,135
アフリカ,ガンビア,11
アフリカ,コートジボアール,35
アフリカ,ケニア,95
アフリカ,リベリア,7
アフリカ,リビア,9
アフリカ,レソト,45
アフリカ,マダガスカル,10
アフリカ,マリ,46
アフリカ,モロッコ,98
アフリカ,マラウイ,4
アフリカ,モーリシャス,22
アフリカ,モザンビーク,4
アフリカ,ニジェール,1
アフリカ,ナイジェリア,644
アフリカ,ナミビア,1
アフリカ,ルワンダ,8
アフリカ,セネガル,86
アフリカ,シエラレオネ,27
アフリカ,ソマリア,2
アフリカ,スーダン,35
アフリカ,セイシェル,1
アフリカ,タンザニア,49
アフリカ,トーゴ,10
アフリカ,チュニジア,109
アフリカ,ウガンダ,106
アフリカ,南アフリカ,177
アフリカ,エジプト,228
アフリカ,ブルキナファソ,2
アフリカ,ザンビア,17
アフリカ,ジンバブエ,13
アフリカ,アンゴラ,2
アフリカ,ギニアビサウ,3
北米,北米,22923
北米,バルバドス,44
北米,バハマ,88
北米,ベリーズ,2
北米,カナダ,3573
北米,コスタリカ,49
北米,キューバ,83
北米,ドミニカ共和国,76
北米,ドミニカ国,9
北米,エルサルバドル,29
北米,グアテマラ,20
北米,ハイチ,7
北米,ホンジュラス,51
北米,ジャマイカ,38
北米,メキシコ,398
北米,ニカラグア,15
北米,パナマ,18
北米,セント・ヴィンセント,1
北米,セント・クリストファー・ネイヴィース,1
北米,トリニダード・トバゴ,10
北米,米国,18409
北米,グレナダ,1
北米,アンティグア・バーブーダ,1
南米,南米,8338
南米,アルゼンチン,335
南米,ボリビア,108
南米,ブラジル,4471
南米,チリ,148
南米,コロンビア,692
南米,エクアドル,35
南米,パラグアイ,92
南米,ペルー,2359
南米,スリナム,5
南米,ウルグアイ,23
南米,ベネズエラ,70
オセアニア,オセアニア,5227
オセアニア,オーストラリア,4089
オセアニア,フィジー,65
オセアニア,キリバス,5
オセアニア,マーシャル諸島,3
オセアニア,ミクロネシア,3
オセアニア,ニュージーランド,992
オセアニア,ナウル,1
オセアニア,パプア・ニューギニア,21
オセアニア,パラオ,7
オセアニア,ソロモン諸島,6
オセアニア,トンガ,20
オセアニア,バヌアツ,1
オセアニア,サモア,14
無国籍・その他,無国籍・その他,226
,,
外国人登録人口　平成19年１月,,
第２表 国籍別外国人登録人口（平成19年１月１日現在）,,
