地域区分,国・地域（人）,人口
総数,総数,394410
アジア,アジア,341280
アジア,アフガニスタン,138
アジア,アラブ首長国連邦,35
アジア,ミャンマー,4998
アジア,バーレーン,5
アジア,ブータン,5
アジア,バングラデシュ,2533
アジア,ブルネイ,17
アジア,カンボジア,256
アジア,スリランカ,1019
アジア,中国,162809
アジア,キプロス,6
アジア,インド,7902
アジア,インドネシア,2587
アジア,イラン,996
アジア,イラク,17
アジア,イスラエル,203
アジア,ヨルダン,22
アジア,韓国・朝鮮,96215
アジア,クウェート,15
アジア,ラオス,205
アジア,レバノン,38
アジア,マレーシア,1959
アジア,モンゴル,1309
アジア,オマーン,4
アジア,モルディブ,11
アジア,ネパール,10623
アジア,パキスタン,1041
アジア,フィリピン,28075
アジア,カタール,2
アジア,サウジアラビア,406
アジア,シリア,48
アジア,シンガポール,884
アジア,タイ,6885
アジア,東ティモール,1
アジア,トルコ,568
アジア,ベトナム,9427
アジア,イエメン,11
アジア,パレスチナ,5
ヨーロッパ,ヨーロッパ,21722
ヨーロッパ,アルバニア,10
ヨーロッパ,オーストリア,216
ヨーロッパ,ベルギー,250
ヨーロッパ,ブルガリア,128
ヨーロッパ,ベラルーシ,76
ヨーロッパ,クロアチア,30
ヨーロッパ,チェコ,96
ヨーロッパ,デンマーク,235
ヨーロッパ,エストニア,36
ヨーロッパ,フィンランド,206
ヨーロッパ,フランス,4642
ヨーロッパ,ドイツ,2153
ヨーロッパ,ギリシャ,70
ヨーロッパ,ハンガリー,143
ヨーロッパ,アイスランド,25
ヨーロッパ,アイルランド,358
ヨーロッパ,イタリア,1269
ヨーロッパ,キルギス,49
ヨーロッパ,カザフスタン,57
ヨーロッパ,リヒテンシュタイン,2
ヨーロッパ,ルクセンブルク,14
ヨーロッパ,ラトビア,27
ヨーロッパ,リトアニア,62
ヨーロッパ,モナコ,1
ヨーロッパ,マルタ,7
ヨーロッパ,モルドバ,34
ヨーロッパ,マケドニア,10
ヨーロッパ,オランダ,348
ヨーロッパ,ノルウェー,124
ヨーロッパ,ポーランド,308
ヨーロッパ,ポルトガル,134
ヨーロッパ,ルーマニア,491
ヨーロッパ,ロシア,2036
ヨーロッパ,サンマリノ,0
ヨーロッパ,スペイン,709
ヨーロッパ,スウェーデン,877
ヨーロッパ,スイス,360
ヨーロッパ,トルクメニスタン,4
ヨーロッパ,タジキスタン,9
ヨーロッパ,英国,5250
ヨーロッパ,ウクライナ,350
ヨーロッパ,ウズベキスタン,355
ヨーロッパ,アルメニア,11
ヨーロッパ,アゼルバイジャン,13
ヨーロッパ,アンドラ,0
ヨーロッパ,グルジア,9
ヨーロッパ,スロベニア,17
ヨーロッパ,スロバキア,46
ヨーロッパ,ボスニア・ヘルツェゴビナ,8
ヨーロッパ,セルビア,44
ヨーロッパ,ヴァチカン,0
ヨーロッパ,モンテネグロ,3
ヨーロッパ,コソボ,1
ヨーロッパ,セルビア・モンテネグロ,9
アフリカ,アフリカ,2534
アフリカ,アルジェリア,47
アフリカ,ブルンジ,3
アフリカ,ボツワナ,4
アフリカ,カメルーン,92
アフリカ,中央アフリカ,2
アフリカ,チャド,0
アフリカ,コンゴ共和国,5
アフリカ,コンゴ民主共和国,57
アフリカ,カーボベルデ,0
アフリカ,ベナン,11
アフリカ,ジブチ,4
アフリカ,エチオピア,110
アフリカ,赤道ギニア,0
アフリカ,エリトリア,3
アフリカ,ガボン,3
アフリカ,ガーナ,483
アフリカ,ギニア,108
アフリカ,ガンビア,5
アフリカ,コートジボアール,37
アフリカ,ケニア,100
アフリカ,リベリア,9
