< 輸  入 >,4-(2)外貿コンテナ貨物航路別・主要品種別表,,,,,,(単位：トン）
航 路 名,計,,第１位,第２位,第３位,第４位,第５位
,,構成比,,,,,
合計,,,衣服・身廻品・はきもの,電気機械,製造食品,その他化学工業品,家具装備品
,"2,082,361",100.0%,"237,256","194,930","163,335","131,271","111,518"
,69.3%,,63.4%,69.8%,75.1%,62.9%,59.1%
世界一周,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
北米西岸(メキシコ含む),,,動植物性製造飼肥料,製材,その他畜産品,製造食品,野菜・果物
,"211,326",10.1%,"43,527","35,594","26,246","22,402","11,263"
,54.1%,,55.7%,89.6%,35.8%,51.3%,58.6%
北米東岸(カリビア海含む),,,野菜・果物,水産品,その他化学工業品,紙・パ　ル　プ,その他畜産品
,"46,292",2.2%,"6,711","4,959","3,424","3,020","3,001"
,52.8%,,50.2%,92.0%,38.0%,24.6%,22.7%
北欧・地中海,,,その他畜産品,動植物性製造飼肥料,製造食品,その他化学工業品,飲料
,"248,842",11.9%,"40,514","20,601","18,281","17,856","13,094"
,206.7%,,832.4%,1403.3%,126.9%,144.2%,82.4%
南米西岸,,,水産品,野菜・果物,飲料,その他畜産品,製造食品
,"11,009",0.5%,"2,999","2,903","2,665",699,636
,31.7%,,33.2%,29.3%,50.3%,31.3%,43.4%
南米東岸,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
南米東岸･南ア経由,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
アフリカ,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
オセアニア,,,野菜・果物,製造食品,木製品,製材,その他畜産品
,"11,145",0.5%,"3,995","2,003","1,674","1,652",540
,60.4%,,88.9%,39.5%,82.3%,69.7%,27.2%
印パ･ペルシャ･ベンガル,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
東南アジア,,,衣服・身廻品・はきもの,電気機械,その他化学工業品,製造食品,家具装備品
,"899,228",43.2%,"135,116","100,517","71,665","68,498","58,228"
,67.0%,,71.2%,64.7%,61.9%,80.8%,56.5%
台湾,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
韓国,,,その他化学工業品,製造食品,産業機械,飲料,化学薬品
,"69,951",3.4%,"12,386","11,663","4,328","3,958","2,997"
,58.7%,,67.8%,79.3%,56.8%,75.7%,55.4%
中国(香港含む),,,衣服・身廻品・はきもの,電気機械,家具装備品,製造食品,産業機械
,"584,568",28.1%,"91,815","81,946","42,758","37,588","29,435"
,65.6%,,53.2%,73.9%,59.6%,75.0%,63.6%
ナホトカ,,,-,-,-,-,-
,-,-,-,-,-,-,-
,-,,-,-,-,-,-
各下段： 対前年比％,,,,,,,
