,,,,,,,,,,(単位：トン）,,
品種,,中央防波堤,,,民間,,, , , ,,
,,中央防波堤内側ばら物ふ頭,,,合計,,, ,,,,
,,計,輸出,輸入,計,輸出,輸入, , , ,,
合計,,"205,019",-,"205,019","2,064,395","295,506","1,768,889",,,,,
農水産品,,"9,074",-,"9,074","548,400",244,"548,156",,,,,
1,麦,-,-,-,-,-,-,,,,,
2,米,-,-,-,390,-,390,,,,,
3,とうもろこし,-,-,-,19,-,19,,,,,
4,豆類,-,-,-,945,-,945,,,,,
5,その他雑穀,-,-,-,-,-,-,,,,,
6,野菜・果物,"9,074",-,"9,074","525,465",202,"525,263",,,,,
7,綿花,-,-,-,-,-,-,,,,,
8,その他農産品,-,-,-,"3,068",11,"3,057",,,,,
9,羊毛,-,-,-,16,-,16,,,,,
10,その他畜産品,-,-,-,"13,734",-,"13,734",,,,,
11,水産品,-,-,-,"4,763",31,"4,732",,,,,
林産品,,898,-,898,"39,691","2,925","36,766",,,,,
12,原木,-,-,-,120,-,120,,,,,
13,製材,-,-,-,"37,981","2,820","35,161",,,,,
14,樹脂類,-,-,-,105,105,-,,,,,
15,木材チップ,-,-,-,-,-,-,,,,,
16,その他林産品,-,-,-,420,-,420,,,,,
17,薪炭,898,-,898,"1,065",-,"1,065",,,,,
鉱産品,,"171,530",-,"171,530","3,248","1,169","2,079",,,,,
18,石炭,"100,226",-,"100,226",634,-,634,,,,,
19,鉄鉱石,-,-,-,-,-,-,,,,,
20,金属鉱,-,-,-,75,-,75,,,,,
21,砂利・砂,"6,750",-,"6,750",90,30,60,,,,,
22,石材,-,-,-,750,-,750,,,,,
23,原油,-,-,-,-,-,-,,,,,
24,りん鉱石,-,-,-,-,-,-,,,,,
25,石灰石,-,-,-,-,-,-,,,,,
26,原塩,-,-,-,15,-,15,,,,,
27,非金属鉱物,"64,554",-,"64,554","1,684","1,139",545,,,,,
金属機械工業品,,"4,454",-,"4,454","513,069","79,455","433,614",,,,,
28,鉄鋼,"2,654",-,"2,654",190,16,174,,,,,
29,鋼材,-,-,-,"2,358",694,"1,664",,,,,
30,非鉄金属,-,-,-,"6,370",808,"5,562",,,,,
31,金属製品,-,-,-,"48,206","5,361","42,845",,,,,
32,鉄道車両,-,-,-,5,-,5,,,,,
33,完成自動車,-,-,-,530,4,526,,,,,
34,その他輸送用車両,-,-,-,"3,271",42,"3,229",,,,,
35,二輪自動車,-,-,-,190,-,190,,,,,
36,自動車部品,-,-,-,"31,874","13,363","18,511",,,,,
37,その他輸送機械,"1,800",-,"1,800","6,167",291,"5,876",,,,,
38,産業機械,-,-,-,"178,941","37,795","141,146",,,,,
39,電気機械,-,-,-,"213,452","16,908","196,544",,,,,
40,測量・光学・医療用機械,-,-,-,"7,331","2,323","5,008",,,,,
41,事務用機器,-,-,-,"13,406","1,754","11,652",,,,,
42,その他機械,-,-,-,778,96,682,,,,,
化学工業品,,"18,478",-,"18,478","157,143","72,046","85,097",,,,,
43,陶磁器,-,-,-,"1,881",153,"1,728",,,,,
44,セメント,-,-,-,"1,095",75,"1,020",,,,,
45,ガラス類,-,-,-,"14,568",925,"13,643",,,,,
46,窯業品,"2,218",-,"2,218","3,774","1,566","2,208",,,,,
47,重油,-,-,-,-,-,-,,,,,
48,石油製品,-,-,-,994,72,922,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,,,,,
51,その他石油製品,"1,077",-,"1,077",548,84,464,,,,,
52,コークス,"15,183",-,"15,183",-,-,-,,,,,
53,石炭製品,-,-,-,21,6,15,,,,,
54,化学薬品,-,-,-,"15,996","5,195","10,801",,,,,
55,化学肥料,-,-,-,"2,239",-,"2,239",,,,,
56,その他化学工業品,-,-,-,"116,027","63,970","52,057",,,,,
軽工業品,,-,-,-,"125,415","4,514","120,901",,,,,
57,紙・パルプ,-,-,-,"46,306","1,258","45,048",,,,,
58,糸及び紡績半製品,-,-,-,"2,343",97,"2,246",,,,,
59,その他繊維工業品,-,-,-,"15,900","1,896","14,004",,,,,
60,砂糖,-,-,-,687,-,687,,,,,
61,製造食品,-,-,-,"56,389",691,"55,698",,,,,
62,飲料,-,-,-,"3,120",542,"2,578",,,,,
63,水,-,-,-,240,30,210,,,,,
64,たばこ,-,-,-,14,-,14,,,,,
65,その他食料工業品,-,-,-,416,-,416,,,,,
雑工業品,,-,-,-,"507,265","11,034","496,231",,,,,
66,がん具,-,-,-,"19,696",83,"19,613",,,,,
67,衣服・身廻品・はきもの,-,-,-,"321,942","1,265","320,677",,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"21,934","2,318","19,616",,,,,
69,家具装備品,-,-,-,"86,373",925,"85,448",,,,,
70,その他日用品,-,-,-,"9,003","1,415","7,588",,,,,
71,ゴム製品,-,-,-,"5,120","2,298","2,822",,,,,
72,木製品,-,-,-,"27,793",230,"27,563",,,,,
73,その他製造工業品,-,-,-,"15,404","2,500","12,904",,,,,
特殊品,,585,-,585,"170,164","124,119","46,045",,,,,
74,金属くず,-,-,-,"1,258",61,"1,197",,,,,
75,再利用資材,585,-,585,"115,164","114,999",165,,,,,
76,動植物性製造飼肥料,-,-,-,"2,830",30,"2,800",,,,,
77,廃棄物,-,-,-,-,-,-,,,,,
78,廃土砂,-,-,-,-,-,-,,,,,
79,輸送用容器,-,-,-,"22,779","7,005","15,774",,,,,
80,取合せ品,-,-,-,"28,133","2,024","26,109",,,,,
分類不能のもの,,-,-,-,-,-,-,,,,,
