1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","","","","","","",""
2,"","","","主　　要　　指　　標　　　１　　―　全　世　帯　―","","","","","","","","","","","","","","","","",""
3,"","","","注1）平成30年1月に調査で使用する家計簿を改正し順次変更を行ったため、平成31年・令和元年の「対前年増加率」の値には当該改正の影響による変動が含まれ得る。","","","","","","","","","","","","","","","","",""
4,"","","","注2）平成31年・令和元年からは、調査対象に農林漁家世帯を含めている。","","","","","","","","","","","","","","","","",""
5,"","","","hyoutou0","hyoutou0","hyoutou0","hyoutou0","hyoutou0","hyoutou1","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou2","hyoutou3","hyoutou1"
6,"","","","youto001","youto002","youto003","youto004","youto005","youto006","youto007","youto008","youto009","youto010","youto011","youto012","youto013","youto014","youto015","youto016","youto017","youto018"
7,"実数・増減率","年次・四半期・月次コード","年次・四半期・月次","調査世帯数(世帯）","世帯人員（人）","有業人員（人）","世帯主平均年齢（歳）","生計支出（円）","生計支出／消費支出（円）","生計支出／消費支出／食料（円）","生計支出／消費支出／住居（円）","生計支出／消費支出／光熱・水道（円）","生計支出／消費支出／家具・家事用品（円）","生計支出／消費支出／被服及び履物（円）","生計支出／消費支出／保健医療（円）","生計支出／消費支出／交通・通信（円）","生計支出／消費支出／教育（円）","生計支出／消費支出／教養娯楽（円）","生計支出／消費支出／その他の消費支出（円）","生計支出／消費支出／その他の消費支出／諸雑費（円）","生計支出／土地家屋購入（円）"
8,"Jissu","nen","実数_平成31年・令和元年平均",703,2.92,1.31,60.8,330278,326563,87921,23613,21274,12296,14047,16717,36545,19284,37513,57353,25810,3716
9,"Jissu","nen","実数_令和 2年平均",689,2.94,1.32,59.4,331138,319428,90238,27590,21508,13578,11365,17767,34165,19167,31569,52480,24795,11710
10,"Jissu","nen","実数_令和 3年平均",674,2.91,1.36,59.6,340536,322669,90453,26599,20196,13735,11007,18384,34635,19093,32384,56182,28199,17868
11,"Jissu","nen","実数_令和 4年平均",637,2.90,1.32,59.6,329608,324667,88881,26865,23328,12768,11756,17369,34883,19540,35037,54240,29131,4941
12,"Jissu","sihan","実数_令和 4年 7～ 9月",644,2.89,1.33,59.9,323351,322179,89751,22489,20226,13321,10559,19421,34462,19510,39590,52849,29914,1172
13,"Jissu","sihan","実数_令和 4年10～12月",625,2.93,1.37,59.6,353865,353865,98829,29668,23064,15976,14751,18858,35127,20423,37584,59586,31284,-
14,"Jissu","sihan","実数_令和 5年 1～ 3月",599,2.94,1.43,59.6,328108,328108,90108,24634,32575,9801,11350,16595,32582,16997,39875,53592,27444,-
15,"Jissu","sihan","実数_令和 5年 4～ 6月",611,2.95,1.42,59.4,333721,332995,94105,25848,22985,12659,11824,16349,33469,29654,36768,49334,25744,726
16,"Jissu","sihan","実数_令和 5年 7～ 9月",622,2.97,1.39,59.0,334124,327492,97698,25215,17654,14275,9537,16929,36358,15878,39797,54151,28169,6632
