３　船舶給水月別利用実績,,,,,,,,,,,,,,
,,,,,,,,,,,,,,（単位：件、?）
施設別,,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,,,,,,,,,,,,,
合計,件数,495,25,23,36,36,57,52,55,33,57,43,40,38
,給水量,"109,011","6,792","5,895","12,315","7,760","9,892","7,415","9,511","10,038","9,506","9,313","9,236","11,338"
都営施設,件数,321,17,16,22,24,34,33,36,22,38,28,24,27
直接給水,給水量,"97,050","5,864","5,169","10,930","7,036","8,672","6,351","8,732","9,489","8,450","8,022","8,120","10,215"
芝浦,件数,80,4,7,6,5,7,10,6,11,6,7,5,6
,給水量,"17,982",900,"1,428","1,867","1,411","1,714","1,590","1,611","2,443","1,484","1,365","1,144","1,025"
日の出,件数,29,2,3,2,3,3,3,2,2,3,2,2,2
,給水量,"14,979","1,205",661,"1,342","1,190","1,556","1,343","1,407","1,383","1,179","1,310","1,260","1,143"
竹芝,件数,12,1,1,1,1,1,1,1,1,1,1,1,1
,給水量,"37,678","2,990","2,611","3,132","1,934","3,523","2,333","4,058","4,582","3,489","3,286","2,911","2,829"
月島,件数,48,2,2,2,4,3,3,3,3,10,6,7,3
,給水量,"1,453",31,68,30,68,55,46,70,65,549,124,301,46
晴海,件数,128,6,1,9,9,18,14,22,3,16,10,7,13
,給水量,"22,520",558,189,"4,328","2,198","1,575",816,"1,381",844,"1,528","1,757","2,315","5,031"
辰巳,件数,24,2,2,2,2,2,2,2,2,2,2,2,2
,給水量,"2,438",180,212,231,235,249,223,205,172,221,180,189,141
運搬給水,件数,174,8,7,14,12,23,19,19,11,19,15,16,11
,給水量,"11,961",928,726,"1,385",724,"1,220","1,064",779,549,"1,056","1,291","1,116","1,123"
竹芝,件数,12,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348,-,27,非金属鉱物,,,,,
金属機械工業品,,180,"2,201",120,32,"26,804","8,161","2,183",204,-,"1,911",68,"7,233","3,658","3,575","113,763","10,954",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,538",-,28,鉄鋼,,,,,
